iter	Passed	Remaining
572	333	3155
573	333	3153
574	334	3152
575	334	3150
576	335	3149
577	335	3148
578	336	3146
579	336	3144
580	337	3143
581	337	3142
582	338	3140
583	338	3139
584	338	3137
585	339	3136
586	339	3135
587	340	3133
588	340	3132
589	341	3130
590	342	3131
591	342	3130
592	343	3129
593	343	3128
594	344	3127
595	344	3125
596	345	3124
597	345	3123
598	346	3121
599	346	3120
600	347	3118
601	347	3118
602	348	3116
603	348	3115
604	349	3113
605	349	3112
606	350	3111
607	350	3109
608	351	3108
609	351	3106
610	352	3105
611	352	3104
612	353	3103
613	353	3101
614	354	3100
615	354	3099
616	355	3097
617	355	3096
618	356	3095
619	356	3093
620	357	3092
621	357	3091
622	357	3089
623	358	3088
624	358	3087
625	359	3086
626	359	3084
627	360	3083
628	360	3082
629	361	3080
630	361	3079
631	362	3078
632	362	3076
633	363	3075
634	363	3074
635	364	3073
636	364	3071
637	365	3070
638	365	3068
639	366	3067
640	366	3066
641	367	3065
642	367	3063
643	368	3062
644	368	3060
645	369	3059
646	369	3058
647	370	3057
648	370	3056
649	371	3054
650	371	3053
651	372	3052
652	372	3050
653	373	3049
654	373	3048
655	374	3047
656	374	3046
657	375	3044
658	375	3043
659	376	3042
660	376	3041
661	377	3040
662	377	3039
663	378	3037
664	378	3036
665	379	3035
666	379	3034
667	380	3033
668	380	3032
669	380	3030
670	381	3029
671	381	3028
672	382	3027
673	382	3026
674	383	3024
675	383	3023
676	384	3022
677	384	3021
678	385	3020
679	385	3018
680	386	3017
681	386	3016
682	387	3015
683	387	3014
684	388	3013
685	388	3012
686	389	3011
687	389	3009
688	390	3008
689	390	3007
690	391	3006
691	391	3005
692	392	3004
693	392	3002
694	393	3001
695	393	3000
696	394	2999
697	394	2998
698	395	2997
699	395	2996
700	396	2994
701	396	2993
702	397	2992
703	397	2991
704	398	2990
705	398	2989
706	399	2988
707	399	2987
708	400	2986
709	400	2985
710	401	2984
711	401	2983
712	402	2982
713	402	2980
714	403	2979
715	403	2978
716	404	2977
717	404	2976
718	405	2975
719	405	2973
720	406	2972
721	406	2971
722	407	2970
723	407	2969
724	407	2968
725	408	2967
726	408	2966
727	409	2965
728	409	2964
729	410	2963
730	410	2962
731	411	2961
732	411	2960
733	412	2959
734	412	2958
735	413	2957
736	413	2955
737	414	2954
738	414	2953
739	415	2952
740	415	2951
741	416	2950
742	416	2949
743	417	2948
744	417	2947
745	418	2946
746	418	2945
747	419	2944
748	419	2943
749	420	2942
750	420	2940
751	421	2939
752	421	2938
753	422	2937
754	422	2936
755	423	2935
756	423	2934
757	424	2933
758	424	2932
759	425	2931
760	425	2930
761	426	2929
762	426	2928
763	427	2926
764	427	2926
765	428	2925
766	428	2923
767	429	2923
768	429	2922
769	430	2921
770	430	2920
771	431	2919
772	431	2918
773	432	2917
774	432	2916
775	433	2915
776	433	2914
777	434	2913
778	434	2912
779	435	2911
780	435	2910
781	436	2909
782	436	2908
783	436	2907
784	437	2906
785	437	2905
786	438	2904
787	438	2903
788	439	2902
789	439	2901
790	440	2900
791	441	2900
792	441	2900
793	442	2899
794	442	2898
795	443	2897
796	443	2896
797	444	2895
798	444	2894
799	445	2893
800	445	2892
801	446	2891
802	446	2890
803	447	2889
804	447	2888
805	448	2887
806	448	2886
807	449	2885
808	449	2884
809	450	2884
810	450	2883
811	451	2882
812	451	2881
813	452	2880
814	452	2879
815	453	2878
816	453	2877
817	454	2877
818	454	2876
819	455	2875
820	455	2874
821	456	2873
822	456	2872
823	457	2871
824	457	2870
825	458	2869
826	458	2868
827	459	2867
828	459	2866
829	460	2865
830	460	2864
831	461	2863
832	461	2862
833	462	2862
834	462	2861
835	463	2860
836	463	2859
837	464	2858
838	464	2857
839	464	2856
840	465	2855
841	465	2854
842	466	2853
843	466	2852
844	467	2851
845	467	2850
846	468	2849
847	468	2848
848	469	2847
849	469	2846
850	470	2845
851	470	2844
852	471	2844
853	471	2843
854	472	2842
855	472	2841
856	473	2840
857	473	2839
858	474	2838
859	474	2837
860	475	2836
861	475	2835
862	476	2834
863	476	2834
864	477	2833
865	477	2832
866	478	2831
867	478	2830
868	479	2829
869	479	2828
870	480	2827
871	480	2826
872	481	2825
873	481	2824
874	482	2823
875	482	2822
876	483	2821
877	483	2821
878	484	2820
879	484	2819
880	485	2818
881	485	2817
882	485	2816
883	486	2815
884	486	2814
885	487	2813
886	487	2812
887	488	2811
888	488	2810
889	489	2810
890	489	2809
891	490	2808
892	490	2807
893	491	2806
894	491	2805
895	492	2804
896	492	2804
897	493	2803
898	493	2802
899	494	2801
900	494	2800
901	495	2799
902	495	2798
903	496	2797
904	496	2796
905	497	2795
906	497	2794
907	498	2794
908	498	2793
909	499	2792
910	499	2791
911	500	2790
912	500	2789
913	501	2788
914	501	2787
915	502	2787
916	502	2786
917	503	2785
918	503	2784
919	504	2783
920	504	2782
921	505	2781
922	505	2780
923	506	2780
924	506	2779
925	507	2778
926	507	2777
927	508	2776
928	508	2775
929	508	2774
930	509	2773
931	509	2773
932	510	2772
933	510	2771
934	511	2770
935	511	2769
936	512	2768
937	512	2767
938	513	2767
939	513	2766
940	514	2765
941	514	2764
942	515	2763
943	515	2763
944	516	2762
945	516	2761
946	517	2760
947	517	2759
948	518	2758
949	518	2757
950	519	2756
951	519	2756
952	520	2755
953	520	2754
954	521	2753
955	521	2752
956	522	2752
957	522	2751
958	523	2750
959	523	2749
960	524	2748
961	524	2747
962	525	2746
963	525	2746
964	526	2745
965	526	2744
966	527	2743
967	527	2742
968	528	2741
969	528	2740
970	529	2739
971	529	2739
972	530	2738
973	530	2737
974	531	2736
975	531	2735
976	532	2735
977	532	2734
978	533	2733
979	533	2732
980	534	2732
981	534	2731
982	535	2730
983	535	2729
984	535	2728
985	536	2728
986	536	2727
987	537	2726
988	537	2725
989	538	2724
990	538	2723
991	539	2723
992	539	2722
993	540	2722
994	541	2721
995	541	2720
996	542	2719
997	542	2719
998	542	2718
999	543	2717
1000	543	2716
1001	544	2716
1002	545	2715
1003	545	2714
1004	545	2713
1005	546	2712
1006	546	2712
1007	547	2711
1008	547	2710
1009	548	2709
1010	548	2708
1011	549	2708
1012	549	2707
1013	550	2706
1014	550	2705
1015	551	2705
1016	551	2704
1017	552	2703
1018	552	2702
1019	553	2701
1020	553	2701
1021	554	2700
1022	554	2699
1023	555	2698
1024	555	2698
1025	556	2697
1026	556	2696
1027	557	2696
1028	557	2695
1029	558	2694
1030	558	2693
1031	559	2693
1032	559	2692
1033	560	2691
1034	560	2690
1035	561	2689
1036	561	2689
1037	562	2688
1038	562	2687
1039	563	2686
1040	563	2685
1041	564	2684
1042	564	2684
1043	565	2683
1044	565	2682
1045	566	2681
1046	566	2681
1047	567	2680
1048	567	2679
1049	568	2678
1050	568	2677
1051	569	2677
1052	569	2676
1053	570	2675
1054	570	2674
1055	571	2674
1056	571	2673
1057	572	2672
1058	572	2671
1059	573	2670
1060	573	2670
1061	574	2669
1062	574	2668
1063	575	2668
1064	575	2667
1065	576	2666
1066	576	2665
1067	577	2664
1068	577	2664
1069	578	2663
1070	578	2662
1071	579	2661
1072	579	2661
1073	580	2660
1074	580	2659
1075	581	2658
1076	581	2658
1077	582	2657
1078	582	2656
1079	582	2655
1080	583	2655
1081	583	2654
1082	584	2653
1083	584	2652
1084	585	2652
1085	585	2651
1086	586	2650
1087	586	2649
1088	587	2649
1089	587	2648
1090	588	2647
1091	588	2646
1092	589	2646
1093	589	2645
1094	590	2644
1095	590	2643
1096	591	2643
1097	591	2642
1098	592	2641
1099	592	2640
1100	593	2640
1101	593	2639
1102	594	2638
1103	594	2637
1104	595	2637
1105	595	2636
1106	596	2635
1107	596	2634
1108	597	2634
1109	597	2633
1110	598	2632
1111	598	2631
1112	599	2631
1113	599	2630
1114	600	2629
1115	600	2628
1116	601	2628
1117	601	2627
1118	602	2626
1119	602	2626
1120	603	2625
1121	603	2624
1122	604	2623
1123	604	2623
1124	605	2622
1125	605	2621
1126	606	2620
1127	606	2620
1128	607	2619
1129	607	2618
1130	608	2617
1131	608	2617
1132	609	2616
1133	609	2615
1134	610	2615
1135	610	2614
1136	611	2613
1137	611	2613
1138	612	2612
1139	612	2611
1140	613	2610
1141	613	2610
1142	614	2609
1143	614	2608
1144	615	2607
1145	615	2607
1146	616	2606
1147	616	2605
1148	617	2604
1149	617	2604
1150	617	2603
1151	618	2602
1152	618	2601
1153	619	2601
1154	619	2600
1155	620	2599
1156	620	2599
1157	621	2598
1158	621	2597
1159	622	2597
1160	622	2596
1161	623	2595
1162	623	2594
1163	624	2594
1164	624	2593
1165	625	2592
1166	625	2592
1167	626	2591
1168	626	2590
1169	627	2590
1170	627	2589
1171	628	2588
1172	628	2588
1173	629	2587
1174	629	2586
1175	630	2585
1176	630	2585
1177	631	2584
1178	631	2583
1179	632	2582
1180	632	2582
1181	633	2581
1182	633	2580
1183	634	2580
1184	634	2579
1185	635	2578
1186	635	2577
1187	636	2577
1188	636	2576
1189	637	2575
1190	637	2575
1191	638	2574
1192	638	2574
1193	639	2573
1194	639	2572
1195	640	2572
1196	640	2571
1197	641	2570
1198	641	2570
1199	642	2569
1200	642	2568
1201	643	2568
1202	643	2567
1203	644	2566
1204	644	2565
1205	645	2565
1206	645	2564
1207	646	2563
1208	646	2563
1209	647	2562
1210	647	2561
1211	648	2560
1212	648	2560
1213	649	2559
1214	649	2558
1215	650	2558
1216	650	2557
1217	651	2556
1218	651	2556
1219	652	2555
1220	652	2554
1221	653	2553
1222	653	2553
1223	654	2552
1224	654	2551
1225	655	2551
1226	655	2550
1227	656	2549
1228	656	2549
1229	657	2548
1230	657	2547
1231	658	2547
1232	658	2546
1233	659	2545
1234	659	2544
1235	660	2544
1236	660	2543
1237	661	2542
1238	661	2542
1239	662	2541
1240	662	2540
1241	663	2540
1242	663	2539
1243	664	2538
1244	664	2538
1245	665	2537
1246	665	2536
1247	666	2535
1248	666	2535
1249	667	2534
1250	667	2534
1251	668	2533
1252	668	2532
1253	668	2531
1254	669	2531
1255	669	2530
1256	670	2529
1257	670	2529
1258	671	2528
1259	671	2527
1260	672	2526
1261	672	2526
1262	673	2525
1263	673	2524
1264	674	2524
1265	674	2523
1266	675	2522
1267	675	2521
1268	676	2521
1269	676	2520
1270	677	2520
1271	677	2519
1272	678	2518
1273	678	2518
1274	679	2517
1275	679	2516
1276	680	2516
1277	680	2515
1278	681	2514
1279	681	2513
1280	682	2513
1281	682	2512
1282	683	2511
1283	683	2511
1284	684	2510
1285	684	2509
1286	685	2509
1287	685	2508
1288	686	2507
1289	686	2507
1290	687	2506
1291	687	2505
1292	688	2505
1293	688	2504
1294	689	2503
1295	689	2503
1296	690	2502
1297	690	2501
1298	691	2501
1299	691	2500
1300	692	2499
1301	692	2499
1302	693	2498
1303	693	2497
1304	694	2496
1305	694	2496
1306	695	2495
1307	695	2494
1308	696	2494
1309	696	2493
1310	697	2493
1311	697	2492
1312	698	2491
1313	698	2490
1314	698	2490
1315	699	2489
1316	699	2488
1317	700	2488
1318	700	2487
1319	701	2487
1320	701	2486
1321	702	2485
1322	702	2485
1323	703	2484
1324	703	2483
1325	704	2483
1326	704	2482
1327	705	2481
1328	705	2481
1329	706	2480
1330	706	2479
1331	707	2479
1332	707	2478
1333	708	2477
1334	708	2477
1335	709	2476
1336	709	2475
1337	710	2475
1338	710	2474
1339	711	2474
1340	711	2473
1341	712	2472
1342	712	2472
1343	713	2471
1344	713	2470
1345	714	2470
1346	714	2469
1347	715	2468
1348	715	2468
1349	716	2467
1350	716	2466
1351	717	2466
1352	717	2465
1353	718	2464
1354	718	2464
1355	719	2463
1356	719	2462
1357	720	2462
1358	720	2461
1359	721	2460
1360	721	2460
1361	722	2459
1362	722	2459
1363	723	2458
1364	723	2457
1365	724	2457
1366	724	2456
1367	725	2455
1368	725	2455
1369	726	2454
1370	726	2453
1371	727	2453
1372	727	2452
1373	728	2451
1374	728	2451
1375	729	2450
1376	729	2449
1377	730	2449
1378	730	2448
1379	731	2447
1380	731	2447
1381	732	2446
1382	732	2445
1383	733	2445
1384	733	2444
1385	734	2443
1386	734	2443
1387	735	2442
1388	735	2441
1389	736	2441
1390	736	2440
1391	737	2439
1392	737	2439
1393	738	2439
1394	738	2438
1395	739	2438
1396	739	2437
1397	740	2436
1398	740	2436
1399	741	2435
1400	741	2435
1401	742	2434
1402	742	2433
1403	743	2433
1404	743	2432
1405	744	2431
1406	744	2431
1407	745	2430
1408	745	2429
1409	746	2429
1410	746	2428
1411	747	2428
1412	747	2427
1413	748	2426
1414	748	2426
1415	749	2425
1416	749	2425
1417	750	2424
1418	750	2423
1419	751	2422
1420	751	2422
1421	752	2421
1422	752	2420
1423	753	2420
1424	753	2419
1425	754	2419
1426	754	2418
1427	755	2417
1428	755	2417
1429	756	2416
1430	756	2415
1431	757	2415
1432	757	2414
1433	758	2413
1434	758	2413
1435	759	2412
1436	759	2412
1437	760	2411
1438	760	2410
1439	761	2410
1440	761	2409
1441	762	2408
1442	762	2408
1443	763	2407
1444	763	2406
1445	764	2406
1446	764	2405
1447	765	2405
1448	765	2404
1449	766	2403
1450	766	2403
1451	767	2402
1452	767	2401
1453	768	2401
1454	768	2400
1455	769	2400
1456	769	2399
1457	770	2398
1458	770	2398
1459	770	2397
1460	771	2396
1461	771	2396
1462	772	2395
1463	772	2394
1464	773	2394
1465	773	2393
1466	774	2393
1467	774	2392
1468	775	2391
1469	775	2391
1470	776	2390
1471	776	2389
1472	777	2389
1473	777	2388
1474	778	2387
1475	778	2387
1476	779	2386
1477	779	2386
1478	780	2385
1479	780	2385
1480	781	2384
1481	781	2383
1482	782	2383
1483	782	2382
1484	783	2381
1485	783	2381
1486	784	2380
1487	784	2380
1488	785	2379
1489	785	2378
1490	786	2378
1491	786	2377
1492	787	2376
1493	787	2376
1494	788	2375
1495	788	2374
1496	789	2374
1497	789	2373
1498	790	2372
1499	790	2372
1500	791	2371
1501	791	2370
1502	792	2370
1503	792	2369
1504	793	2369
1505	793	2368
1506	794	2367
1507	794	2367
1508	795	2366
1509	795	2365
1510	796	2365
1511	796	2364
1512	797	2364
1513	797	2363
1514	798	2362
1515	798	2362
1516	799	2361
1517	799	2360
1518	800	2360
1519	800	2359
1520	801	2358
1521	801	2358
1522	802	2357
1523	802	2357
1524	803	2356
1525	803	2355
1526	804	2355
1527	804	2354
1528	805	2354
1529	805	2353
1530	806	2352
1531	806	2352
1532	807	2351
1533	807	2351
1534	808	2350
1535	808	2349
1536	809	2349
1537	809	2348
1538	810	2347
1539	810	2347
1540	811	2346
1541	811	2346
1542	812	2345
1543	812	2344
1544	812	2344
1545	813	2343
1546	813	2343
1547	814	2342
1548	814	2341
1549	815	2341
1550	815	2340
1551	816	2339
1552	816	2339
1553	817	2338
1554	817	2338
1555	818	2337
1556	818	2336
1557	819	2336
1558	819	2335
1559	820	2334
1560	820	2334
1561	821	2333
1562	821	2333
1563	822	2332
1564	822	2331
1565	823	2331
1566	823	2330
1567	824	2329
1568	824	2329
1569	825	2328
1570	825	2327
1571	826	2327
1572	826	2326
1573	827	2326
1574	827	2325
1575	828	2324
1576	828	2324
1577	829	2323
1578	829	2322
1579	830	2322
1580	830	2321
1581	831	2321
1582	831	2320
1583	832	2319
1584	832	2319
1585	833	2318
1586	833	2317
1587	834	2317
1588	834	2316
1589	835	2316
1590	835	2315
1591	836	2314
1592	836	2314
1593	837	2314
1594	837	2313
1595	838	2312
1596	838	2312
1597	839	2311
1598	839	2311
1599	840	2310
1600	840	2309
1601	841	2309
1602	841	2308
1603	842	2308
1604	842	2307
1605	843	2306
1606	843	2306
1607	844	2305
1608	844	2305
1609	845	2304
1610	845	2304
1611	846	2303
1612	846	2302
1613	847	2302
1614	847	2301
1615	848	2300
1616	848	2300
1617	849	2299
1618	849	2299
1619	850	2298
1620	850	2297
1621	851	2297
1622	851	2296
1623	852	2296
1624	852	2295
1625	853	2294
1626	853	2294
1627	854	2293
1628	854	2293
1629	855	2292
1630	855	2291
1631	856	2291
1632	856	2290
1633	857	2290
1634	857	2289
1635	858	2288
1636	858	2288
1637	859	2287
1638	859	2287
1639	860	2286
1640	860	2285
1641	861	2285
1642	861	2284
1643	862	2284
1644	862	2283
1645	862	2282
1646	863	2282
1647	863	2281
1648	864	2280
1649	864	2280
1650	865	2279
1651	865	2279
1652	866	2278
1653	866	2277
1654	867	2277
1655	867	2276
1656	868	2276
1657	868	2275
1658	869	2274
1659	869	2274
1660	870	2273
1661	870	2273
1662	871	2272
1663	871	2271
1664	872	2271
1665	872	2270
1666	873	2270
1667	873	2269
1668	874	2268
1669	874	2268
1670	875	2267
1671	875	2267
1672	876	2266
1673	876	2265
1674	877	2265
1675	877	2264
1676	878	2264
1677	878	2263
1678	879	2262
1679	879	2262
1680	880	2261
1681	880	2261
1682	881	2260
1683	881	2259
1684	882	2259
1685	882	2258
1686	883	2258
1687	883	2257
1688	884	2256
1689	884	2256
1690	885	2255
1691	885	2254
1692	886	2254
1693	886	2253
1694	887	2253
1695	887	2252
1696	888	2251
1697	888	2251
1698	889	2250
1699	889	2250
1700	890	2249
1701	890	2248
1702	891	2248
1703	891	2247
1704	892	2247
1705	892	2246
1706	893	2245
1707	893	2245
1708	894	2244
1709	894	2244
1710	895	2243
1711	895	2242
1712	896	2242
1713	896	2241
1714	896	2241
1715	897	2240
1716	897	2239
1717	898	2239
1718	898	2238
1719	899	2238
1720	899	2237
1721	900	2236
1722	900	2236
1723	901	2235
1724	901	2235
1725	902	2234
1726	902	2233
1727	903	2233
1728	903	2232
1729	904	2232
1730	904	2231
1731	905	2230
1732	905	2230
1733	906	2229
1734	906	2228
1735	907	2228
1736	907	2227
1737	908	2227
1738	908	2226
1739	909	2225
1740	909	2225
1741	910	2224
1742	910	2224
1743	911	2223
1744	911	2222
1745	912	2222
1746	912	2221
1747	913	2221
1748	913	2220
1749	914	2219
1750	914	2219
1751	915	2218
1752	915	2218
1753	916	2217
1754	916	2217
1755	917	2216
1756	917	2215
1757	918	2215
1758	918	2214
1759	919	2214
1760	919	2213
1761	920	2212
1762	920	2212
1763	921	2211
1764	921	2211
1765	922	2210
1766	922	2209
1767	923	2209
1768	923	2208
1769	923	2208
1770	924	2207
1771	924	2207
1772	925	2206
1773	925	2205
1774	926	2205
1775	926	2204
1776	927	2204
1777	927	2203
1778	928	2202
1779	928	2202
1780	929	2201
1781	929	2201
1782	930	2200
1783	930	2199
1784	931	2199
1785	931	2198
1786	932	2198
1787	932	2197
1788	933	2197
1789	933	2196
1790	934	2195
1791	934	2195
1792	935	2194
1793	936	2194
1794	936	2193
1795	937	2193
1796	937	2192
1797	937	2192
1798	938	2191
1799	938	2190
1800	939	2190
1801	940	2189
1802	940	2189
1803	941	2188
1804	941	2188
1805	942	2187
1806	942	2187
1807	943	2186
1808	943	2185
1809	944	2185
1810	944	2184
1811	945	2184
1812	945	2183
1813	946	2183
1814	946	2182
1815	946	2181
1816	947	2181
1817	947	2180
1818	948	2180
1819	948	2179
1820	949	2178
1821	949	2178
1822	950	2177
1823	951	2177
1824	951	2176
1825	952	2176
1826	952	2175
1827	952	2174
1828	953	2174
1829	953	2173
1830	954	2173
1831	954	2172
1832	955	2172
1833	955	2171
1834	956	2170
1835	956	2170
1836	957	2169
1837	957	2169
1838	958	2168
1839	958	2167
1840	959	2167
1841	959	2166
1842	960	2166
1843	960	2165
1844	961	2164
1845	961	2164
1846	962	2163
1847	962	2163
1848	963	2162
1849	963	2162
1850	964	2161
1851	964	2160
1852	965	2160
1853	965	2159
1854	966	2159
1855	966	2158
1856	967	2158
1857	967	2157
1858	968	2156
1859	968	2156
1860	969	2155
1861	969	2155
1862	970	2154
1863	970	2153
1864	971	2153
1865	971	2152
1866	972	2152
1867	972	2151
1868	973	2151
1869	973	2150
1870	974	2149
