iter	Passed	Remaining
1871	974	2149
1872	975	2148
1873	975	2148
1874	976	2147
1875	976	2146
1876	977	2146
1877	977	2145
1878	978	2145
1879	978	2144
1880	979	2144
1881	979	2143
1882	980	2142
1883	980	2142
1884	981	2141
1885	981	2141
1886	982	2140
1887	982	2140
1888	983	2139
1889	983	2139
1890	984	2138
1891	984	2137
1892	985	2137
1893	985	2136
1894	986	2136
1895	986	2135
1896	987	2135
1897	987	2134
1898	988	2133
1899	988	2133
1900	989	2132
1901	989	2132
1902	990	2131
1903	990	2131
1904	991	2130
1905	991	2129
1906	992	2129
1907	992	2128
1908	993	2128
1909	993	2127
1910	994	2127
1911	994	2126
1912	995	2125
1913	995	2125
1914	996	2124
1915	996	2124
1916	997	2123
1917	997	2123
1918	998	2122
1919	998	2122
1920	999	2121
1921	999	2120
1922	1000	2120
1923	1000	2119
1924	1001	2119
1925	1001	2118
1926	1002	2117
1927	1002	2117
1928	1003	2116
1929	1003	2116
1930	1004	2115
1931	1004	2115
1932	1005	2114
1933	1005	2113
1934	1006	2113
1935	1006	2112
1936	1007	2112
1937	1007	2111
1938	1007	2111
1939	1008	2110
1940	1008	2109
1941	1009	2109
1942	1009	2108
1943	1010	2108
1944	1010	2107
1945	1011	2107
1946	1011	2106
1947	1012	2105
1948	1012	2105
1949	1013	2104
1950	1013	2104
1951	1014	2103
1952	1014	2103
1953	1015	2102
1954	1015	2102
1955	1016	2101
1956	1016	2100
1957	1017	2100
1958	1017	2099
1959	1018	2099
1960	1018	2098
1961	1019	2098
1962	1019	2097
1963	1020	2096
1964	1020	2096
1965	1021	2095
1966	1021	2095
1967	1022	2094
1968	1022	2094
1969	1023	2093
1970	1023	2092
1971	1024	2092
1972	1024	2091
1973	1025	2091
1974	1025	2090
1975	1026	2090
1976	1026	2089
1977	1027	2088
1978	1027	2088
1979	1028	2087
1980	1028	2087
1981	1029	2086
1982	1029	2086
1983	1030	2085
1984	1030	2084
1985	1031	2084
1986	1031	2083
1987	1032	2083
1988	1032	2082
1989	1033	2082
1990	1033	2081
1991	1034	2081
1992	1034	2080
1993	1035	2080
1994	1035	2079
1995	1036	2078
1996	1036	2078
1997	1037	2077
1998	1037	2077
1999	1038	2076
2000	1038	2076
2001	1039	2075
2002	1039	2075
2003	1040	2074
2004	1040	2073
2005	1041	2073
2006	1041	2072
2007	1042	2072
2008	1042	2071
2009	1043	2071
2010	1043	2070
2011	1044	2069
2012	1044	2069
2013	1045	2068
2014	1045	2068
2015	1046	2067
2016	1046	2067
2017	1047	2066
2018	1047	2066
2019	1048	2065
2020	1048	2064
2021	1049	2064
2022	1049	2063
2023	1050	2063
2024	1050	2062
2025	1051	2062
2026	1051	2061
2027	1052	2060
2028	1052	2060
2029	1053	2059
2030	1053	2059
2031	1054	2058
2032	1054	2058
2033	1055	2057
2034	1055	2056
2035	1056	2056
2036	1056	2055
2037	1057	2055
2038	1057	2054
2039	1058	2054
2040	1058	2053
2041	1059	2052
2042	1059	2052
2043	1060	2051
2044	1060	2051
2045	1061	2050
2046	1061	2050
2047	1062	2049
2048	1062	2049
2049	1063	2048
2050	1063	2048
2051	1064	2047
2052	1064	2047
2053	1065	2046
2054	1065	2046
2055	1066	2045
2056	1066	2044
2057	1067	2044
2058	1067	2043
2059	1068	2043
2060	1068	2042
2061	1069	2042
2062	1069	2041
2063	1070	2040
2064	1070	2040
2065	1071	2039
2066	1071	2039
2067	1072	2038
2068	1072	2038
2069	1073	2037
2070	1073	2036
2071	1074	2036
2072	1074	2035
2073	1075	2035
2074	1075	2034
2075	1076	2034
2076	1076	2033
2077	1077	2032
2078	1077	2032
2079	1078	2031
2080	1078	2031
2081	1079	2030
2082	1079	2030
2083	1080	2029
2084	1080	2028
2085	1081	2028
2086	1081	2027
2087	1082	2027
2088	1082	2026
2089	1083	2026
2090	1083	2025
2091	1084	2025
2092	1084	2024
2093	1085	2024
2094	1085	2023
2095	1086	2022
2096	1086	2022
2097	1087	2021
2098	1087	2021
2099	1088	2020
2100	1088	2020
2101	1088	2019
2102	1089	2018
2103	1089	2018
2104	1090	2017
2105	1090	2017
2106	1091	2016
2107	1091	2015
2108	1092	2015
2109	1092	2014
2110	1093	2014
2111	1093	2013
2112	1094	2013
2113	1094	2012
2114	1095	2012
2115	1095	2011
2116	1096	2010
2117	1096	2010
2118	1097	2009
2119	1097	2009
2120	1098	2008
2121	1098	2008
2122	1099	2007
2123	1099	2007
2124	1100	2006
2125	1100	2005
2126	1101	2005
2127	1101	2004
2128	1102	2004
2129	1102	2003
2130	1103	2003
2131	1103	2002
2132	1104	2002
2133	1104	2001
2134	1105	2000
2135	1105	2000
2136	1106	1999
2137	1106	1999
2138	1107	1998
2139	1107	1998
2140	1108	1997
2141	1108	1996
2142	1109	1996
2143	1109	1995
2144	1110	1995
2145	1110	1994
2146	1111	1994
2147	1111	1993
2148	1112	1992
2149	1112	1992
2150	1113	1991
2151	1113	1991
2152	1114	1990
2153	1114	1990
2154	1115	1989
2155	1115	1989
2156	1116	1988
2157	1116	1988
2158	1117	1987
2159	1117	1986
2160	1118	1986
2161	1118	1985
2162	1119	1985
2163	1119	1984
2164	1120	1984
2165	1120	1983
2166	1121	1983
2167	1121	1982
2168	1122	1981
2169	1122	1981
2170	1123	1980
2171	1123	1980
2172	1124	1979
2173	1124	1979
2174	1125	1978
2175	1125	1978
2176	1126	1977
2177	1126	1976
2178	1127	1976
2179	1127	1975
2180	1128	1975
2181	1128	1974
2182	1129	1974
2183	1129	1973
2184	1130	1973
2185	1130	1972
2186	1131	1972
2187	1131	1971
2188	1132	1971
2189	1132	1970
2190	1133	1970
2191	1133	1969
2192	1134	1969
2193	1134	1968
2194	1135	1967
2195	1135	1967
2196	1136	1966
2197	1136	1966
2198	1137	1965
2199	1137	1965
2200	1138	1964
2201	1138	1964
2202	1139	1963
2203	1139	1963
2204	1140	1962
2205	1140	1961
2206	1141	1961
2207	1141	1960
2208	1142	1960
2209	1142	1959
2210	1143	1959
2211	1143	1958
2212	1144	1958
2213	1144	1957
2214	1145	1957
2215	1145	1956
2216	1146	1955
2217	1146	1955
2218	1147	1954
2219	1147	1954
2220	1148	1953
2221	1148	1953
2222	1149	1952
2223	1149	1952
2224	1150	1951
2225	1150	1951
2226	1151	1950
2227	1151	1949
2228	1152	1949
2229	1152	1948
2230	1153	1948
2231	1153	1947
2232	1154	1947
2233	1154	1946
2234	1155	1946
2235	1155	1945
2236	1156	1944
2237	1156	1944
2238	1157	1943
2239	1157	1943
2240	1158	1942
2241	1158	1942
2242	1159	1941
2243	1159	1941
2244	1160	1940
2245	1160	1939
2246	1161	1939
2247	1161	1938
2248	1162	1938
2249	1162	1937
2250	1163	1937
2251	1163	1936
2252	1164	1936
2253	1164	1935
2254	1165	1934
2255	1165	1934
2256	1166	1933
2257	1166	1933
2258	1167	1932
2259	1167	1932
2260	1168	1931
2261	1168	1931
2262	1169	1930
2263	1169	1930
2264	1170	1929
2265	1170	1928
2266	1171	1928
2267	1171	1927
2268	1172	1927
2269	1172	1926
2270	1173	1926
2271	1173	1925
2272	1174	1925
2273	1174	1924
2274	1175	1924
2275	1175	1923
2276	1176	1922
2277	1176	1922
2278	1177	1921
2279	1177	1921
2280	1178	1920
2281	1178	1920
2282	1179	1919
2283	1179	1919
2284	1180	1918
2285	1180	1918
2286	1181	1917
2287	1181	1916
2288	1182	1916
2289	1182	1915
2290	1183	1915
2291	1183	1914
2292	1184	1914
2293	1184	1913
2294	1185	1913
2295	1185	1912
2296	1186	1912
2297	1186	1911
2298	1187	1911
2299	1187	1910
2300	1188	1909
2301	1188	1909
2302	1189	1908
2303	1189	1908
2304	1190	1907
2305	1190	1907
2306	1191	1906
2307	1191	1906
2308	1192	1905
2309	1192	1905
2310	1193	1904
2311	1193	1903
2312	1194	1903
2313	1194	1902
2314	1195	1902
2315	1195	1901
2316	1196	1901
2317	1196	1900
2318	1197	1900
2319	1197	1899
2320	1198	1898
2321	1198	1898
2322	1199	1897
2323	1199	1897
2324	1199	1896
2325	1200	1896
2326	1200	1895
2327	1201	1895
2328	1201	1894
2329	1202	1894
2330	1202	1893
2331	1203	1892
2332	1203	1892
2333	1204	1891
2334	1204	1891
2335	1205	1890
2336	1205	1890
2337	1206	1889
2338	1206	1889
2339	1207	1888
2340	1207	1888
2341	1208	1887
2342	1208	1886
2343	1209	1886
2344	1209	1885
2345	1210	1885
2346	1210	1884
2347	1211	1884
2348	1211	1883
2349	1212	1883
2350	1212	1882
2351	1213	1882
2352	1213	1881
2353	1214	1880
2354	1214	1880
2355	1215	1879
2356	1215	1879
2357	1216	1878
2358	1216	1878
2359	1217	1877
2360	1217	1876
2361	1218	1876
2362	1218	1875
2363	1219	1875
2364	1219	1874
2365	1220	1874
2366	1220	1873
2367	1221	1873
2368	1221	1872
2369	1222	1872
2370	1222	1871
2371	1223	1871
2372	1223	1870
2373	1224	1869
2374	1224	1869
2375	1225	1868
2376	1225	1868
2377	1226	1867
2378	1226	1867
2379	1227	1866
2380	1227	1865
2381	1228	1865
2382	1228	1864
2383	1229	1864
2384	1229	1863
2385	1230	1863
2386	1230	1862
2387	1231	1862
2388	1231	1861
2389	1232	1861
2390	1232	1860
2391	1233	1860
2392	1233	1859
2393	1234	1859
2394	1234	1858
2395	1235	1857
2396	1235	1857
2397	1236	1856
2398	1236	1856
2399	1237	1855
2400	1237	1855
2401	1238	1854
2402	1238	1854
2403	1239	1853
2404	1239	1853
2405	1240	1852
2406	1240	1851
2407	1241	1851
2408	1241	1850
2409	1242	1850
2410	1242	1849
2411	1243	1849
2412	1243	1848
2413	1244	1848
2414	1244	1847
2415	1245	1847
2416	1245	1846
2417	1246	1845
2418	1246	1845
2419	1247	1844
2420	1247	1844
2421	1248	1843
2422	1248	1843
2423	1249	1842
2424	1249	1842
2425	1250	1841
2426	1250	1841
2427	1251	1840
2428	1251	1839
2429	1252	1839
2430	1252	1838
2431	1253	1838
2432	1253	1837
2433	1254	1837
2434	1254	1836
2435	1255	1836
2436	1255	1835
2437	1256	1835
2438	1256	1834
2439	1256	1833
2440	1257	1833
2441	1257	1832
2442	1258	1832
2443	1258	1831
2444	1259	1831
2445	1259	1830
2446	1260	1830
2447	1260	1829
2448	1261	1829
2449	1261	1828
2450	1262	1828
2451	1262	1827
2452	1263	1826
2453	1263	1826
2454	1264	1825
2455	1265	1825
2456	1265	1824
2457	1266	1824
2458	1266	1823
2459	1267	1823
2460	1267	1822
2461	1268	1822
2462	1268	1821
2463	1269	1821
2464	1269	1820
2465	1270	1820
2466	1270	1819
2467	1271	1819
2468	1271	1818
2469	1272	1818
2470	1272	1817
2471	1273	1817
2472	1273	1816
2473	1274	1816
2474	1274	1815
2475	1275	1815
2476	1275	1814
2477	1276	1814
2478	1276	1813
2479	1277	1812
2480	1277	1812
2481	1278	1811
2482	1278	1811
2483	1279	1810
2484	1279	1810
2485	1280	1809
2486	1280	1809
2487	1281	1808
2488	1281	1808
2489	1282	1807
2490	1282	1807
2491	1283	1806
2492	1283	1805
2493	1284	1805
2494	1284	1804
2495	1285	1804
2496	1285	1803
2497	1286	1803
2498	1286	1802
2499	1287	1802
2500	1287	1801
2501	1288	1801
2502	1288	1800
2503	1289	1799
2504	1289	1799
2505	1290	1798
2506	1290	1798
2507	1291	1797
2508	1291	1797
2509	1292	1796
2510	1292	1796
2511	1293	1795
2512	1293	1795
2513	1294	1794
2514	1294	1793
2515	1295	1793
2516	1295	1792
2517	1296	1792
2518	1296	1791
2519	1297	1791
2520	1297	1790
2521	1298	1790
2522	1298	1789
2523	1299	1789
2524	1299	1788
2525	1300	1788
2526	1300	1787
2527	1301	1787
2528	1301	1786
2529	1302	1785
2530	1302	1785
2531	1303	1784
2532	1303	1784
2533	1304	1783
2534	1304	1783
2535	1305	1782
2536	1305	1782
2537	1306	1781
2538	1306	1781
2539	1307	1780
2540	1307	1780
2541	1308	1779
2542	1308	1778
2543	1309	1778
2544	1309	1777
2545	1310	1777
2546	1310	1776
2547	1311	1776
2548	1311	1775
2549	1312	1775
2550	1312	1774
2551	1312	1773
2552	1313	1773
2553	1313	1772
2554	1314	1772
2555	1314	1771
2556	1315	1771
2557	1315	1770
2558	1316	1770
2559	1316	1769
2560	1317	1769
2561	1317	1768
2562	1318	1768
2563	1318	1767
2564	1319	1766
2565	1319	1766
2566	1320	1765
2567	1320	1765
2568	1321	1764
2569	1321	1764
2570	1322	1763
2571	1322	1763
2572	1323	1762
2573	1323	1762
2574	1324	1761
2575	1324	1761
2576	1325	1760
2577	1325	1759
2578	1326	1759
2579	1326	1758
2580	1327	1758
2581	1327	1757
2582	1328	1757
2583	1328	1756
2584	1329	1756
2585	1329	1755
2586	1330	1755
2587	1330	1754
2588	1331	1754
2589	1332	1753
2590	1332	1753
2591	1333	1752
2592	1333	1752
2593	1334	1751
2594	1334	1751
2595	1335	1750
2596	1335	1750
2597	1336	1749
2598	1336	1748
2599	1337	1748
2600	1337	1747
2601	1338	1747
2602	1338	1746
2603	1339	1746
2604	1339	1745
2605	1340	1745
2606	1340	1744
2607	1341	1744
2608	1341	1743
2609	1342	1743
2610	1342	1742
2611	1342	1741
2612	1343	1741
2613	1343	1740
2614	1344	1740
2615	1344	1739
2616	1345	1739
2617	1345	1738
2618	1346	1738
2619	1346	1737
2620	1347	1737
2621	1347	1736
2622	1348	1736
2623	1348	1735
2624	1349	1735
2625	1349	1734
2626	1350	1733
2627	1350	1733
2628	1351	1732
2629	1351	1732
2630	1352	1731
2631	1352	1731
2632	1353	1730
2633	1353	1730
2634	1354	1729
2635	1354	1729
2636	1355	1728
2637	1355	1728
2638	1356	1727
2639	1356	1726
2640	1357	1726
2641	1357	1725
2642	1358	1725
2643	1358	1724
2644	1359	1724
2645	1359	1723
2646	1360	1723
2647	1360	1722
2648	1361	1722
2649	1361	1721
2650	1362	1721
2651	1362	1720
2652	1363	1719
2653	1363	1719
2654	1364	1718
2655	1364	1718
2656	1365	1717
2657	1365	1717
2658	1366	1716
2659	1366	1716
2660	1367	1715
2661	1367	1715
2662	1368	1714
2663	1368	1714
2664	1369	1713
2665	1369	1713
2666	1370	1712
2667	1370	1711
2668	1371	1711
2669	1371	1710
2670	1372	1710
2671	1372	1709
2672	1373	1709
2673	1373	1708
2674	1374	1708
2675	1374	1707
2676	1375	1707
2677	1375	1706
2678	1376	1706
2679	1376	1705
2680	1377	1704
2681	1377	1704
2682	1378	1703
2683	1378	1703
2684	1379	1702
2685	1379	1702
2686	1380	1701
2687	1380	1701
2688	1381	1700
2689	1381	1700
2690	1382	1699
2691	1382	1699
2692	1383	1698
2693	1383	1697
2694	1384	1697
2695	1384	1696
2696	1385	1696
2697	1385	1695
2698	1386	1695
2699	1386	1694
2700	1387	1694
2701	1387	1693
2702	1388	1693
2703	1388	1692
2704	1389	1692
2705	1389	1691
2706	1390	1690
2707	1390	1690
2708	1391	1689
2709	1391	1689
2710	1392	1688
2711	1392	1688
2712	1393	1687
2713	1393	1687
2714	1394	1686
2715	1394	1686
2716	1395	1685
2717	1395	1685
2718	1395	1684
2719	1396	1683
2720	1396	1683
2721	1397	1682
2722	1397	1682
2723	1398	1681
2724	1398	1681
2725	1399	1680
2726	1399	1680
2727	1400	1679
2728	1400	1679
2729	1401	1678
2730	1401	1678
2731	1402	1677
2732	1402	1676
2733	1403	1676
2734	1403	1675
2735	1404	1675
2736	1404	1674
2737	1405	1674
2738	1405	1673
2739	1406	1673
2740	1406	1672
2741	1407	1672
2742	1407	1671
2743	1408	1671
2744	1408	1670
2745	1409	1670
2746	1409	1669
2747	1410	1668
2748	1410	1668
2749	1411	1667
2750	1411	1667
2751	1412	1666
2752	1412	1666
2753	1413	1665
2754	1413	1665
2755	1414	1664
2756	1414	1664
2757	1415	1663
2758	1415	1663
2759	1416	1662
2760	1416	1662
2761	1417	1661
2762	1417	1661
2763	1418	1660
2764	1418	1659
2765	1419	1659
2766	1419	1658
2767	1420	1658
2768	1420	1657
2769	1421	1657
2770	1421	1656
2771	1422	1656
2772	1422	1655
2773	1423	1655
2774	1423	1654
2775	1424	1654
2776	1424	1653
2777	1425	1652
2778	1425	1652
2779	1426	1651
2780	1426	1651
2781	1427	1650
2782	1427	1650
2783	1428	1649
2784	1428	1649
2785	1429	1648
2786	1429	1648
2787	1430	1647
2788	1430	1647
2789	1431	1646
2790	1431	1646
2791	1432	1645
2792	1432	1645
2793	1433	1644
2794	1433	1644
2795	1434	1643
2796	1434	1643
2797	1435	1642
2798	1435	1641
2799	1436	1641
2800	1436	1640
2801	1437	1640
2802	1437	1639
2803	1438	1639
2804	1438	1638
2805	1439	1638
2806	1439	1637
2807	1440	1637
2808	1440	1636
2809	1441	1636
2810	1441	1635
2811	1442	1635
2812	1442	1634
2813	1443	1633
2814	1443	1633
2815	1444	1632
2816	1444	1632
2817	1445	1631
2818	1445	1631
2819	1446	1630
2820	1446	1630
2821	1447	1629
2822	1447	1629
2823	1448	1628
2824	1448	1628
2825	1449	1627
2826	1449	1627
2827	1450	1626
2828	1450	1626
2829	1451	1625
2830	1451	1624
2831	1452	1624
2832	1452	1623
2833	1453	1623
2834	1453	1622
2835	1454	1622
2836	1454	1621
2837	1455	1621
2838	1455	1620
2839	1456	1620
2840	1456	1619
2841	1457	1619
2842	1457	1618
2843	1458	1617
2844	1458	1617
2845	1459	1616
2846	1459	1616
2847	1460	1615
2848	1460	1615
2849	1461	1614
2850	1461	1614
2851	1462	1613
2852	1462	1613
2853	1463	1612
2854	1463	1612
2855	1464	1611
2856	1464	1611
2857	1465	1610
2858	1465	1610
2859	1466	1609
2860	1466	1608
2861	1466	1608
2862	1467	1607
2863	1467	1607
2864	1468	1606
2865	1468	1606
2866	1469	1605
2867	1469	1605
2868	1470	1604
2869	1470	1604
2870	1471	1603
2871	1471	1603
2872	1472	1602
2873	1472	1602
2874	1473	1601
2875	1473	1600
2876	1474	1600
2877	1474	1599
2878	1475	1599
2879	1475	1598
2880	1476	1598
2881	1476	1597
2882	1477	1597
2883	1477	1596
2884	1478	1596
2885	1478	1595
2886	1479	1595
2887	1479	1594
2888	1480	1594
2889	1480	1593
2890	1481	1593
2891	1481	1592
2892	1482	1591
2893	1482	1591
2894	1483	1590
2895	1483	1590
2896	1484	1589
2897	1484	1589
2898	1485	1588
2899	1485	1588
2900	1486	1587
2901	1486	1587
2902	1487	1586
2903	1487	1586
2904	1488	1585
2905	1488	1585
2906	1489	1584
2907	1489	1584
2908	1490	1583
2909	1490	1582
2910	1491	1582
2911	1491	1581
2912	1492	1581
2913	1492	1580
2914	1493	1580
2915	1493	1579
2916	1494	1579
2917	1494	1578
2918	1495	1578
2919	1495	1577
2920	1496	1577
2921	1496	1576
2922	1497	1576
2923	1497	1575
2924	1498	1575
2925	1498	1574
2926	1499	1573
2927	1499	1573
2928	1500	1572
2929	1500	1572
2930	1501	1571
2931	1501	1571
2932	1502	1570
2933	1502	1570
2934	1503	1569
2935	1503	1569
2936	1504	1568
2937	1504	1568
2938	1505	1567
2939	1505	1567
2940	1506	1566
2941	1506	1566
2942	1507	1565
2943	1507	1564
2944	1508	1564
2945	1508	1563
2946	1509	1563
2947	1509	1562
2948	1510	1562
2949	1510	1561
2950	1511	1561
2951	1511	1560
2952	1512	1560
2953	1512	1559
2954	1513	1559
2955	1513	1558
2956	1514	1558
2957	1514	1557
2958	1515	1557
2959	1515	1556
2960	1516	1556
2961	1516	1555
2962	1517	1554
2963	1517	1554
2964	1518	1553
2965	1518	1553
2966	1519	1552
2967	1519	1552
2968	1520	1551
2969	1520	1551
2970	1521	1550
2971	1521	1550
2972	1522	1549
2973	1522	1549
2974	1523	1548
2975	1523	1548
2976	1524	1547
2977	1524	1547
2978	1525	1546
2979	1525	1545
2980	1525	1545
2981	1526	1544
2982	1526	1544
2983	1527	1543
2984	1528	1543
2985	1528	1542
2986	1528	1542
2987	1529	1541
2988	1529	1541
2989	1530	1540
2990	1530	1540
2991	1531	1539
2992	1532	1539
2993	1532	1538
2994	1533	1538
2995	1533	1537
2996	1534	1537
2997	1534	1536
2998	1535	1536
2999	1535	1535
3000	1536	1534
3001	1536	1534
3002	1537	1533
3003	1537	1533
3004	1538	1532
3005	1538	1532
3006	1539	1531
3007	1539	1531
3008	1540	1530
3009	1540	1530
3010	1541	1529
3011	1541	1529
3012	1542	1528
3013	1542	1528
3014	1542	1527
3015	1543	1527
3016	1543	1526
3017	1544	1526
3018	1544	1525
3019	1545	1524
3020	1545	1524
3021	1546	1523
3022	1546	1523
3023	1547	1522
3024	1547	1522
3025	1548	1521
3026	1548	1521
3027	1549	1520
3028	1549	1520
3029	1550	1519
3030	1550	1519
3031	1551	1518
3032	1551	1518
3033	1552	1517
3034	1552	1517
3035	1553	1516
3036	1553	1515
3037	1554	1515
3038	1554	1514
3039	1555	1514
3040	1555	1513
3041	1556	1513
3042	1556	1512
3043	1557	1512
3044	1557	1511
3045	1558	1511
3046	1558	1510
3047	1559	1510
3048	1559	1509
3049	1560	1509
3050	1560	1508
3051	1561	1508
3052	1561	1507
3053	1562	1507
3054	1562	1506
3055	1563	1506
3056	1563	1505
3057	1564	1504
3058	1564	1504
3059	1565	1503
3060	1565	1503
3061	1566	1502
3062	1566	1502
3063	1567	1501
3064	1567	1501
3065	1568	1500
3066	1568	1500
3067	1569	1499
3068	1569	1499
3069	1570	1498
3070	1570	1498
3071	1571	1497
3072	1571	1497
3073	1572	1496
3074	1572	1496
3075	1573	1495
3076	1573	1494
3077	1574	1494
3078	1574	1493
3079	1575	1493
3080	1575	1492
3081	1576	1492
3082	1576	1491
3083	1577	1491
3084	1577	1490
3085	1578	1490
3086	1578	1489
3087	1579	1489
3088	1579	1488
3089	1580	1488
3090	1580	1487
3091	1581	1487
3092	1581	1486
3093	1582	1486
3094	1582	1485
3095	1583	1484
3096	1583	1484
3097	1584	1483
3098	1584	1483
3099	1585	1482
3100	1585	1482
3101	1586	1481
3102	1586	1481
3103	1587	1480
3104	1587	1480
3105	1588	1479
3106	1588	1479
3107	1589	1478
3108	1589	1478
3109	1590	1477
3110	1590	1477
3111	1591	1476
3112	1591	1476
3113	1592	1475
3114	1592	1474
3115	1593	1474
3116	1593	1473
3117	1594	1473
3118	1594	1472
3119	1595	1472
3120	1595	1471
3121	1596	1471
3122	1596	1470
3123	1597	1470
3124	1597	1469
3125	1598	1469
3126	1598	1468
3127	1599	1468
3128	1599	1467
3129	1600	1467
3130	1600	1466
3131	1601	1466
3132	1601	1465
3133	1601	1464
3134	1602	1464
3135	1602	1463
3136	1603	1463
3137	1603	1462
3138	1604	1462
3139	1604	1461
3140	1605	1461
3141	1605	1460
3142	1606	1460
3143	1606	1459
3144	1607	1459
3145	1607	1458
3146	1608	1458
3147	1608	1457
3148	1609	1457
3149	1609	1456
3150	1610	1456
3151	1610	1455
3152	1611	1454
3153	1611	1454
3154	1612	1453
3155	1612	1453
3156	1613	1452
3157	1613	1452
3158	1614	1451
3159	1614	1451
3160	1615	1450
3161	1615	1450
3162	1616	1449
3163	1616	1449
3164	1617	1448
3165	1617	1448
3166	1618	1447
3167	1618	1447
3168	1619	1446
3169	1619	1446
3170	1620	1445
3171	1620	1444
3172	1621	1444
3173	1621	1443
3174	1622	1443
3175	1622	1442
3176	1623	1442
3177	1623	1441
3178	1624	1441
3179	1624	1440
3180	1625	1440
3181	1625	1439
3182	1626	1439
3183	1626	1438
3184	1627	1438
3185	1627	1437
3186	1628	1437
3187	1628	1436
3188	1629	1436
3189	1629	1435
3190	1630	1435
3191	1630	1434
3192	1631	1433
3193	1631	1433
3194	1632	1432
3195	1632	1432
3196	1633	1431
3197	1633	1431
3198	1634	1430
3199	1634	1430
3200	1635	1429
3201	1635	1429
3202	1636	1428
3203	1636	1428
3204	1637	1427
3205	1637	1427
3206	1638	1426
3207	1638	1426
3208	1639	1425
3209	1639	1425
3210	1640	1424
3211	1640	1424
3212	1641	1423
3213	1641	1423
3214	1642	1422
3215	1642	1422
3216	1643	1421
3217	1643	1420
3218	1644	1420
3219	1644	1419
3220	1645	1419
3221	1645	1418
3222	1646	1418
3223	1646	1417
3224	1647	1417
3225	1647	1416
3226	1648	1416
3227	1648	1415
3228	1649	1415
3229	1649	1414
3230	1650	1414
3231	1650	1413
3232	1651	1413
3233	1651	1412
3234	1652	1412
3235	1652	1411
3236	1653	1411
3237	1653	1410
3238	1654	1410
3239	1654	1409
3240	1655	1408
3241	1655	1408
3242	1656	1407
3243	1656	1407
3244	1657	1406
3245	1657	1406
3246	1658	1405
3247	1658	1405
3248	1659	1404
3249	1659	1404
3250	1660	1403
3251	1660	1403
3252	1661	1402
3253	1661	1402
3254	1662	1401
3255	1662	1401
3256	1663	1400
3257	1663	1400
3258	1664	1399
3259	1664	1399
3260	1665	1398
3261	1665	1398
3262	1666	1397
3263	1666	1396
3264	1667	1396
3265	1667	1395
3266	1668	1395
3267	1668	1394
3268	1669	1394
3269	1669	1393
3270	1670	1393
3271	1670	1392
3272	1671	1392
3273	1671	1391
3274	1672	1391
3275	1672	1390
3276	1673	1390
3277	1673	1389
3278	1674	1389
3279	1674	1388
3280	1674	1388
3281	1675	1387
3282	1675	1387
3283	1676	1386
3284	1677	1386
3285	1677	1385
3286	1678	1384
3287	1678	1384
3288	1679	1383
3289	1679	1383
3290	1679	1382
3291	1680	1382
3292	1680	1381
3293	1681	1381
3294	1682	1380
3295	1682	1380
3296	1682	1379
3297	1683	1379
3298	1683	1378
3299	1684	1378
3300	1684	1377
3301	1685	1377
3302	1685	1376
3303	1686	1376
3304	1686	1375
3305	1687	1375
3306	1687	1374
3307	1688	1374
3308	1688	1373
3309	1689	1372
3310	1689	1372
3311	1690	1371
3312	1690	1371
3313	1691	1370
3314	1691	1370
3315	1692	1369
3316	1692	1369
3317	1693	1368
3318	1693	1368
3319	1694	1367
3320	1694	1367
3321	1695	1366
3322	1695	1366
3323	1696	1365
3324	1696	1365
3325	1697	1364
3326	1697	1364
3327	1698	1363
3328	1698	1363
3329	1699	1362
3330	1699	1361
3331	1700	1361
3332	1700	1360
3333	1701	1360
3334	1701	1359
3335	1702	1359
3336	1702	1358
3337	1703	1358
3338	1703	1357
3339	1704	1357
3340	1704	1356
3341	1705	1356
3342	1705	1355
3343	1706	1355
3344	1706	1354
3345	1707	1354
3346	1707	1353
3347	1708	1353
3348	1708	1352
3349	1709	1352
3350	1709	1351
3351	1710	1351
3352	1710	1350
3353	1711	1350
3354	1711	1349
3355	1712	1348
3356	1712	1348
3357	1713	1347
3358	1713	1347
3359	1714	1346
3360	1714	1346
3361	1715	1345
3362	1715	1345
3363	1716	1344
3364	1716	1344
3365	1717	1343
3366	1717	1343
3367	1718	1342
3368	1718	1342
3369	1719	1341
3370	1719	1341
3371	1720	1340
3372	1720	1340
3373	1721	1339
3374	1721	1339
3375	1722	1338
3376	1722	1337
3377	1723	1337
3378	1723	1336
3379	1724	1336
3380	1724	1335
3381	1725	1335
3382	1725	1334
3383	1726	1334
3384	1726	1333
3385	1726	1333
3386	1727	1332
3387	1727	1332
3388	1728	1331
3389	1728	1331
3390	1729	1330
3391	1730	1330
3392	1730	1329
3393	1731	1329
3394	1731	1328
3395	1732	1328
3396	1732	1327
3397	1733	1327
3398	1733	1326
3399	1734	1326
3400	1734	1325
3401	1735	1325
3402	1735	1324
3403	1736	1323
3404	1736	1323
3405	1737	1322
3406	1737	1322
3407	1737	1321
3408	1738	1321
3409	1739	1320
3410	1739	1320
3411	1740	1319
3412	1740	1319
3413	1741	1318
3414	1741	1318
3415	1741	1317
3416	1742	1317
3417	1742	1316
3418	1743	1316
3419	1744	1315
3420	1744	1315
3421	1744	1314
3422	1745	1314
3423	1745	1313
3424	1746	1313
3425	1746	1312
3426	1747	1312
3427	1747	1311
3428	1748	1310
3429	1748	1310
