iter	RMSE
129	0.1358682345
130	0.1354753121
131	0.1350428253
132	0.1347206316
133	0.1342567263
134	0.1338566196
135	0.1334833453
136	0.1332010338
137	0.1328182279
138	0.1324732864
139	0.1321057749
140	0.1317194093
141	0.131380718
142	0.1310412351
143	0.1307100493
144	0.1303609329
145	0.1300343861
146	0.1296891457
147	0.1293445999
148	0.1289764709
149	0.128629929
150	0.1283957022
151	0.1280886894
152	0.1277854578
153	0.12746914
154	0.1272111041
155	0.1268890774
156	0.1265832956
157	0.1262536432
158	0.1259407018
159	0.1256584109
160	0.1253781799
161	0.1251262399
162	0.1248814295
163	0.1245926091
164	0.1242994607
165	0.1240550846
166	0.1238481692
167	0.1235794087
168	0.1232926353
169	0.1229666543
170	0.1227464731
171	0.1225272503
172	0.1222544525
173	0.1219964386
174	0.1217192664
175	0.1215193277
176	0.1212808131
177	0.1209801102
178	0.1207504837
179	0.120463535
180	0.1202919853
181	0.1200947594
182	0.1198288598
183	0.1195717732
184	0.1193380901
185	0.1191265807
186	0.1189151766
187	0.1186605355
188	0.1184498019
189	0.1182379163
190	0.1180509887
191	0.1178266852
192	0.1176271403
193	0.1173760925
194	0.1171003852
195	0.1168910982
196	0.1166805034
197	0.1164384311
198	0.1162659934
199	0.1160802289
200	0.115894449
201	0.115722215
202	0.1155258342
203	0.1153141881
204	0.1151153193
205	0.1149333465
206	0.1147228759
207	0.1145176073
208	0.1143690615
209	0.1142220111
210	0.114057699
211	0.1138690426
212	0.113721024
213	0.1135182236
214	0.113308567
215	0.113182425
216	0.1129999522
217	0.1128040985
218	0.1126314222
219	0.1124920532
220	0.1122843898
221	0.1120772797
222	0.1119611614
223	0.1118130432
224	0.1116325375
225	0.1115462099
226	0.111401232
227	0.1112076323
228	0.1110886027
229	0.1108879068
230	0.1107200147
231	0.1105549234
232	0.1103666092
233	0.1102448422
234	0.1100300963
235	0.1098754252
236	0.1097676147
237	0.1095820407
238	0.1094307086
239	0.1092290625
240	0.1090551065
241	0.1088432701
242	0.1086835942
243	0.1085246396
244	0.1083695238
245	0.1082468405
246	0.1080780957
247	0.1079391534
248	0.1078031475
249	0.1076810536
250	0.1075505536
251	0.1074270182
252	0.1072412975
253	0.1071134781
254	0.1069593887
255	0.1068060043
256	0.106680347
257	0.1065465784
258	0.1064192247
259	0.1063196929
260	0.1061289481
261	0.1060383461
262	0.1058996021
263	0.105820941
264	0.1056949953
265	0.1055750016
266	0.1054887786
267	0.1053559273
268	0.1052484423
269	0.1050921775
270	0.1049556573
271	0.1048500085
272	0.1047369114
273	0.1046792687
274	0.1045312984
275	0.1044104043
276	0.1043021328
277	0.1041476067
278	0.1040571846
279	0.1039595621
280	0.1038356949
281	0.1037031327
282	0.1035759557
283	0.1034272454
284	0.1033237567
285	0.103212635
286	0.1030945632
287	0.1030193747
288	0.1029402107
289	0.10281152
290	0.1027291091
291	0.1026271494
292	0.1024863218
293	0.1023749668
294	0.1022336519
295	0.1020834117
296	0.1019046819
297	0.1017739618
298	0.1016942246
299	0.1015807421
300	0.1014935065
301	0.1014282302
302	0.1013477745
303	0.1012499657
304	0.1011551019
305	0.1010630759
306	0.1009262263
307	0.1008374777
308	0.1007279254
309	0.1006303907
310	0.1005344965
311	0.1004423057
312	0.1003731192
313	0.1002831156
314	0.1001590235
315	0.1000578342
316	0.09998582656
317	0.09990466696
318	0.09979784126
319	0.09965786101
320	0.09958225409
321	0.09946492179
322	0.09939911735
323	0.09930158171
324	0.09918122004
325	0.09905407971
326	0.09894986479
327	0.09887868974
328	0.09877842111
329	0.09865462892
330	0.09857958145
331	0.09848554991
332	0.09839662941
333	0.09826702047
334	0.09819258193
335	0.09812653322
336	0.09805676487
337	0.09792761308
338	0.09783009447
339	0.09776611569
340	0.09767348276
341	0.09761290653
342	0.09751111221
343	0.09736782149
344	0.09731433058
345	0.09724264155
346	0.09713666887
347	0.09712038745
348	0.09704919596
349	0.0969249058
350	0.09684994363
351	0.09682565801
352	0.0967226009
353	0.096647834
354	0.09661288688
355	0.0965306887
356	0.09644731903
357	0.09637178955
358	0.09629383224
359	0.09624056121
360	0.09616120575
361	0.09608024846
362	0.09596361422
363	0.09587135808
364	0.09581701909
365	0.0957209885
366	0.09564547719
367	0.09553474483
368	0.095425698
369	0.09534530403
370	0.09524542274
371	0.0951666169
372	0.09506963469
373	0.09499455998
374	0.09493864022
375	0.09484641718
376	0.09479243734
377	0.09472779793
378	0.09462148642
379	0.09453944246
380	0.09445661195
381	0.09436922163
382	0.09427737941
383	0.09423438248
384	0.09408091843
385	0.0939934365
386	0.09391419185
387	0.09379842639
388	0.09376175596
389	0.09374485984
390	0.09368483374
391	0.09361577707
392	0.09354492088
393	0.0934686638
394	0.09339202812
395	0.09331949334
396	0.0932161538
397	0.09311046712
398	0.09302308033
399	0.09293179546
400	0.09285910983
401	0.09281313725
402	0.09269401982
403	0.09261672546
404	0.09253648871
405	0.09243547796
406	0.09237433361
407	0.09228624571
408	0.09222469522
409	0.09215396322
410	0.09208245283
411	0.09203167393
412	0.09197633597
413	0.09190953796
414	0.09186707001
415	0.09178098576
416	0.09172447153
417	0.09164049225
418	0.09157204097
419	0.09148788776
420	0.09141414055
421	0.09133631249
422	0.09126444737
423	0.09118908027
424	0.09112472849
425	0.09106439369
426	0.09101156621
427	0.09094703339
428	0.09086496606
429	0.09079042625
430	0.09072961885
431	0.0906506284
432	0.09057401789
433	0.09049902984
434	0.09038743641
435	0.0903557771
436	0.09029273425
437	0.09022989156
438	0.09016485769
439	0.09009312635
440	0.09003348555
441	0.08996917634
442	0.08994110274
443	0.0898605592
444	0.08979052237
445	0.08972003696
446	0.08966905847
447	0.08962201962
448	0.08953939863
449	0.08946636564
450	0.08938439393
451	0.08932470143
452	0.08926593978
453	0.08920327119
454	0.08913107446
455	0.08905917284
456	0.08898763727
457	0.08893963063
458	0.08888539089
459	0.08886976424
460	0.08878658308
461	0.08871181464
462	0.0886266306
463	0.08861134766
464	0.08859187883
465	0.08855077238
466	0.0885030864
467	0.0884569331
468	0.08838601307
469	0.08833163786
470	0.08828261649
471	0.08822514539
472	0.08817962878
473	0.08813681648
474	0.0881130519
475	0.08804553129
476	0.08797677392
477	0.08794593712
478	0.08790033822
479	0.08784770492
480	0.08777733494
481	0.08770504385
482	0.08764242666
483	0.08761366286
484	0.08754523297
485	0.08746916641
486	0.08740994751
487	0.08734295325
488	0.0872603663
489	0.08723369993
490	0.08720312291
491	0.08713867439
492	0.08707761731
493	0.08703142093
494	0.0869610484
495	0.08694526927
496	0.08686855839
497	0.08682682493
498	0.08676272243
499	0.0867396058
500	0.08669242144
501	0.08667709172
502	0.08663925133
503	0.08656747256
504	0.08655248461
505	0.08651001363
506	0.08644764913
507	0.08639125999
508	0.08632582585
509	0.08625623761
510	0.08619226291
511	0.08612626193
512	0.0861128476
513	0.08609523465
514	0.08605544726
515	0.08599210744
516	0.08595629792
517	0.08594327145
518	0.0858914352
519	0.08583077619
520	0.08581935018
521	0.08576961099
522	0.08571482505
523	0.08565046268
524	0.08563446259
525	0.08562328987
526	0.0855580369
527	0.08549482318
528	0.08546353789
529	0.08545106025
530	0.08538869575
531	0.0853240916
532	0.08529790879
533	0.08523932971
534	0.08517137904
535	0.08510531884
536	0.08504743923
537	0.08498775129
538	0.08493696055
539	0.08491135074
540	0.08485012864
541	0.0848379432
542	0.08478522722
543	0.08472311141
544	0.08464662779
545	0.08458684997
546	0.08457647773
547	0.08456588878
548	0.08454009491
549	0.08449785137
550	0.08444477543
551	0.08440900406
552	0.08438871939
553	0.08432273672
554	0.08424869784
555	0.08418482282
556	0.0841163294
557	0.08404956025
558	0.08399300834
559	0.0839298987
560	0.08387053776
561	0.08381891038
562	0.08380911502
563	0.08374969459
564	0.08368147478
565	0.08362593396
566	0.08357656609
567	0.08351953914
568	0.08345267222
569	0.0834189337
570	0.08339972883
571	0.08333853165
572	0.08331971009
573	0.08326502758
574	0.08324665488
575	0.08317749387
576	0.08311332359
577	0.0830594573
578	0.08299533083
579	0.08297742128
580	0.08296770708
581	0.08290672033
582	0.08288041815
583	0.08283910822
584	0.08278579992
585	0.08272316943
586	0.08265675584
587	0.08264282316
588	0.08258472279
589	0.08256766261
590	0.08249917307
591	0.08244311585
592	0.08237780928
593	0.08233181855
594	0.08229279042
595	0.08226428702
596	0.08219978337
597	0.08213932032
598	0.08209476579
599	0.082041259
600	0.0819774394
601	0.0819626858
602	0.08190616204
603	0.08188145198
604	0.08187020548
605	0.08184028878
606	0.08178853288
607	0.08173505613
608	0.08168391556
609	0.08166796927
610	0.08162693541
611	0.0815699308
612	0.08151822826
613	0.08147680686
614	0.08144320091
615	0.08140897971
616	0.08138273695
617	0.08133354156
618	0.08127847215
619	0.08122332701
620	0.08117611561
621	0.08113149251
622	0.08106406063
623	0.08101621506
624	0.08096336871
625	0.08090557198
626	0.08089363859
627	0.08083383341
628	0.08082117383
629	0.0807901804
630	0.08074668995
631	0.08073578866
632	0.08072532763
633	0.08068219781
634	0.08067164847
635	0.08066125488
636	0.08065101437
637	0.0806269693
638	0.08061647651
639	0.08060301083
640	0.08059115176
641	0.08058053163
642	0.08057090865
643	0.08054594068
644	0.08052301441
645	0.08050116238
646	0.08045282833
647	0.08041220461
648	0.0803943932
649	0.08034008449
650	0.08028787307
651	0.08023823479
652	0.08022457901
653	0.08016761281
654	0.08013120998
655	0.08007363413
656	0.08005948808
657	0.08001157633
658	0.08000216233
659	0.07996196879
660	0.0799512905
661	0.07990605295
662	0.07989724891
663	0.07988856726
664	0.0798357923
665	0.07978462707
666	0.07977429887
667	0.07973506212
668	0.07972620589
669	0.07970472938
670	0.0796650236
671	0.07962134415
672	0.07961302821
673	0.07957212875
674	0.0795254811
675	0.0794758284
676	0.07946589927
677	0.07941139001
678	0.07940189986
679	0.07935511431
680	0.0793467397
681	0.07930969469
682	0.07925913191
683	0.07919982916
684	0.07918779165
685	0.07914838688
686	0.07914093913
687	0.07910278926
688	0.07909373866
689	0.07905024512
690	0.07899663635
691	0.07893165167
692	0.07889195324
693	0.07882697977
694	0.07878782012
695	0.07874235378
696	0.07867915642
697	0.07866307998
698	0.07859031767
699	0.07858322582
700	0.07857118809
701	0.07852084138
702	0.07847662196
703	0.07843941034
704	0.07840235899
705	0.07835104103
706	0.07831689691
707	0.07827240219
708	0.07826540127
709	0.07825848711
710	0.07822025107
711	0.07821341868
712	0.07815956529
713	0.07815132064
714	0.07810881858
715	0.07809421547
716	0.07805831467
717	0.07801685852
718	0.07797792215
719	0.07792945969
720	0.07787550702
721	0.0778244265
722	0.07778075448
723	0.07775825625
724	0.07771400435
725	0.07765410244
726	0.07760865779
727	0.07759524614
728	0.07755397554
729	0.07754742046
730	0.07751474297
731	0.07747734341
732	0.07743806502
733	0.07738747082
734	0.07734682049
735	0.07730711683
736	0.07729917051
737	0.07727687678
738	0.07722095899
739	0.07721439511
740	0.07715619504
741	0.07710700954
742	0.07706121038
743	0.0770244817
744	0.07701751462
745	0.07701117083
746	0.07696648363
747	0.07691672793
748	0.0768652969
749	0.07684147994
750	0.07682590138
751	0.07677483361
752	0.07676746997
753	0.07671046506
754	0.07670447077
755	0.07667309491
756	0.07666701676
757	0.07662081464
758	0.07659162596
759	0.07657753964
760	0.07657174007
761	0.07656467193
762	0.07651486495
763	0.07650627755
764	0.07646020054
765	0.07641658201
766	0.07637351811
767	0.07634811213
768	0.07631212519
769	0.07627952017
770	0.0762738786
771	0.07622181193
772	0.07617381633
773	0.07612379097
774	0.07606274867
775	0.07603103247
776	0.07602547776
777	0.07596838486
778	0.07592049939
779	0.07591502158
780	0.07587476746
781	0.07584480544
782	0.07578015886
783	0.07571647944
784	0.07566896195
785	0.07562295336
786	0.07556924984
787	0.07553438938
788	0.07551076901
789	0.07547522528
790	0.07542809549
791	0.07538095115
792	0.07537537896
793	0.07533618877
794	0.07533091044
795	0.07530654348
796	0.07526678416
797	0.07523141202
798	0.07522623676
799	0.07520788737
800	0.07517738047
801	0.07513294318
802	0.0751233912
803	0.07510323339
804	0.07506134454
805	0.07502608153
806	0.07497284941
807	0.07496753954
808	0.07496250958
809	0.07491719152
810	0.07490713734
811	0.07485462715
812	0.07482618665
813	0.07478167176
814	0.07477649261
815	0.07474005569
816	0.07469751002
817	0.07464973311
818	0.07460418096
819	0.07457473087
820	0.07453378484
821	0.07449210456
822	0.07445035163
823	0.07444461012
824	0.07441547137
825	0.07440982164
826	0.07436265995
827	0.07433013539
828	0.07429168267
829	0.0742664811
830	0.0742421224
831	0.07418807006
832	0.07416121584
833	0.07415565372
834	0.0741139493
835	0.07408375546
836	0.0740435144
837	0.07401528895
838	0.07397542308
839	0.0739469272
840	0.07391138526
841	0.07390588151
842	0.07384619724
843	0.07384079245
844	0.0738110068
845	0.07376568788
846	0.07372641382
847	0.07370355495
848	0.07369827909
849	0.07364806038
850	0.07364286775
851	0.07360723291
852	0.07356798678
853	0.07356291697
854	0.07355850588
855	0.0735358528
856	0.07347819415
857	0.07346430749
858	0.07342720439
859	0.07340317574
860	0.0733888859
861	0.07334044358
862	0.07330756239
863	0.07330318076
864	0.0732711144
865	0.07325405433
866	0.07322445622
867	0.07317537538
868	0.07314484387
869	0.0731057734
870	0.07307384551
871	0.07304275682
872	0.07302214731
873	0.07301725009
874	0.07300048961
875	0.07296386065
876	0.07294639608
877	0.0729415734
878	0.07292756289
879	0.07287479685
880	0.07283804314
881	0.07282311365
882	0.07281849862
883	0.07279546946
884	0.07275403481
885	0.07271529777
886	0.07268399916
887	0.07266707574
888	0.07266291728
889	0.07262155408
890	0.07257873615
891	0.07254313997
892	0.07250646285
893	0.07247453134
894	0.07242848972
895	0.07238278331
896	0.07235125255
897	0.07231958516
898	0.07231308907
899	0.07230858858
900	0.07230415499
901	0.07227954519
902	0.07224010531
903	0.07220543627
904	0.07217357297
905	0.07216921037
906	0.07213654045
907	0.07209709458
908	0.07206243264
909	0.07202399089
910	0.07198790546
911	0.07198360957
912	0.07195569896
913	0.07191189819
914	0.07187491604
915	0.07187023727
916	0.07184123412
917	0.07178656213
918	0.07174783174
919	0.07169801672
920	0.07166918031
921	0.07160864632
922	0.0715676164
923	0.07153120398
924	0.07152659491
925	0.07148742909
926	0.07145207183
927	0.07140881542
928	0.07137611401
929	0.07135444219
930	0.07132250845
931	0.07128598279
932	0.07128183763
933	0.0712548599
934	0.07121427197
935	0.07117812058
936	0.07113794939
937	0.07110013196
938	0.0710634088
939	0.07105889449
940	0.07101052608
941	0.07099250283
942	0.07096213915
943	0.07095576807
944	0.07095195168
945	0.07089537926
946	0.07086407139
947	0.0708214332
948	0.07077864273
949	0.07076592669
950	0.07072707803
951	0.07071603269
952	0.07066744259
953	0.07064047676
954	0.07061198036
955	0.07059525198
956	0.07055338999
957	0.07052024599
958	0.07051621586
959	0.07049708482
960	0.07049350504
961	0.07047909448
962	0.07044359973
963	0.0704400524
964	0.07040807099
965	0.0703559511
966	0.07035204271
967	0.07032619886
968	0.070321916
969	0.07028113262
970	0.07027768366
971	0.07023400238
972	0.07020486055
973	0.07017148875
974	0.07013339051
975	0.07012997744
976	0.07009571057
977	0.07006710044
978	0.07002188771
979	0.07000644878
980	0.06995662744
981	0.06992839802
982	0.0698973414
983	0.06987282041
984	0.06983401941
985	0.06982988101
986	0.06982636255
987	0.06979479048
988	0.06975026444
989	0.06973077849
990	0.06970558245
991	0.06970235366
992	0.06968175053
993	0.06964730752
994	0.06962692733
995	0.06960486071
996	0.0695672266
997	0.06953777252
998	0.06949451472
999	0.06948218554
1000	0.06945611851
1001	0.06945215525
1002	0.06939833834
1003	0.06937826263
1004	0.06932555928
1005	0.0692932723
1006	0.0692520208
1007	0.06922615994
1008	0.06919800385
1009	0.06915905789
1010	0.06913034939
1011	0.06908794513
1012	0.0690518467
1013	0.06901440964
1014	0.06900129651
1015	0.0689849168
1016	0.06898156149
1017	0.06895787683
1018	0.06890750201
1019	0.06887828606
1020	0.06884943457
1021	0.0688209318
1022	0.06878412188
1023	0.06876396608
1024	0.06873876723
1025	0.06871307125
1026	0.06867413664
1027	0.06865091448
1028	0.06861729406
1029	0.06859212541
1030	0.06856542183
1031	0.0685326359
1032	0.06852872775
1033	0.06850411112
1034	0.06848063914
1035	0.0684635943
1036	0.068440875
1037	0.06840672172
1038	0.0683746678
1039	0.06834973624
1040	0.06834172192
1041	0.06833534784
1042	0.06829094933
1043	0.06828683057
1044	0.06825671267
1045	0.0682191324
1046	0.06819754939
1047	0.06817077614
1048	0.06812862973
1049	0.06812557772
1050	0.06809153487
1051	0.06805887258
1052	0.06803849339
1053	0.06800938607
1054	0.06800614465
1055	0.06799159843
1056	0.06797292973
1057	0.06795335765
1058	0.06793845613
1059	0.06790797947
1060	0.06788294053
1061	0.06784118326
1062	0.06781215528
1063	0.06779160215
1064	0.06775680498
1065	0.06772553318
1066	0.06770606978
1067	0.06769687859
1068	0.0676831451
1069	0.0676512951
1070	0.06761538312
1071	0.06758532038
1072	0.06756491996
1073	0.06752557736
1074	0.06747600873
1075	0.06746632287
1076	0.06746333753
1077	0.06742821999
1078	0.06742526952
1079	0.06740585156
1080	0.06737333483
1081	0.06736828721
1082	0.06734433706
1083	0.06731603081
1084	0.06728597091
1085	0.06728099591
1086	0.06723751645
1087	0.06723262929
1088	0.06719992829
1089	0.06718593719
1090	0.06714572727
1091	0.0671153958
1092	0.06707489556
1093	0.06704268885
1094	0.06700386963
1095	0.06697779704
1096	0.06695052131
1097	0.06694740877
1098	0.06693798887
1099	0.06690788279
1100	0.06689267281
1101	0.0668657993
1102	0.06682694
1103	0.0668044152
1104	0.06677074954
1105	0.06673703136
1106	0.06670315032
1107	0.06670010447
1108	0.06666666683
1109	0.06661767923
1110	0.06660514025
1111	0.06658749287
1112	0.06655721246
1113	0.06652365567
1114	0.06648517106
1115	0.06646761017
1116	0.06645167533
1117	0.06641418167
1118	0.06637859644
1119	0.06634752292
1120	0.06631387945
1121	0.06628315609
1122	0.06625341035
1123	0.06620356177
1124	0.06619795182
1125	0.06616548781
1126	0.06614131027
1127	0.06610868413
1128	0.06610521093
1129	0.06608134299
1130	0.0660563707
1131	0.06604539886
1132	0.06601481424
1133	0.06598529704
1134	0.065958088
1135	0.06592767677
1136	0.06590516135
1137	0.06588692568
1138	0.06586876515
1139	0.06586406786
1140	0.06583313402
1141	0.06580846267
1142	0.06577599679
1143	0.06576844213
1144	0.06572173385
1145	0.06568226669
1146	0.06565168657
1147	0.06560420774
1148	0.06558206578
1149	0.06557679933
1150	0.06554453504
1151	0.06550062906
1152	0.06549703896
1153	0.06546115569
1154	0.06543672156
1155	0.06539113786
1156	0.06536262102
1157	0.0653352013
1158	0.06530457357
1159	0.06530178344
1160	0.06529494525
1161	0.06527543906
1162	0.06524238928
1163	0.06522139084
1164	0.06521811083
1165	0.06518472244
1166	0.06514019341
1167	0.06510899571
1168	0.06508035316
1169	0.06504655165
1170	0.06501924496
1171	0.06497642854
1172	0.06494845539
1173	0.06491453093
1174	0.06487946524
1175	0.06485552717
1176	0.06482759727
1177	0.06482408962
1178	0.06480139791
1179	0.06477010727
1180	0.06474547215
1181	0.06472026968
1182	0.06469496032
1183	0.06466864729
1184	0.06465188812
1185	0.06462166335
1186	0.06459751843
1187	0.06456802559
1188	0.06454610647
1189	0.06452031998
1190	0.06448679336
1191	0.06446491403
1192	0.06444614336
1193	0.06444253987
1194	0.06442079559
1195	0.06438958873
1196	0.06436296726
1197	0.06433593063
1198	0.06432716496
1199	0.0642948275
1200	0.06426639038
1201	0.06423050875
1202	0.06418774075
1203	0.06417107584
1204	0.06415049343
1205	0.06413248545
1206	0.06410787348
1207	0.06408303795
1208	0.0640502458
1209	0.06400014994
1210	0.06398257373
1211	0.06395628169
1212	0.06392600545
1213	0.06390447155
1214	0.06388145134
1215	0.06385048071
1216	0.06384375603
1217	0.0638215109
1218	0.06379802678
1219	0.06377654049
1220	0.06374893253
1221	0.06372951956
1222	0.06370473761
1223	0.06368611108
1224	0.06365184167
1225	0.0636484128
1226	0.06362974645
1227	0.06361167298
1228	0.06359050466
1229	0.06356631241
1230	0.0635400443
1231	0.06351224456
1232	0.06349190299
1233	0.06347615965
1234	0.06345002548
1235	0.06342122844
1236	0.06339205957
1237	0.06336999676
1238	0.06333202778
1239	0.06330618859
1240	0.06328727785
1241	0.06326842184
1242	0.06325049572
1243	0.06321921493
1244	0.06318969456
1245	0.06315193204
1246	0.06312619591
1247	0.06310741706
1248	0.06308012008
1249	0.06304871797
1250	0.06302838709
1251	0.06302262409
1252	0.06300238768
1253	0.06298140575
1254	0.06294751625
1255	0.06294149392
1256	0.06290393934
1257	0.06288859563
1258	0.06288489059
1259	0.06285845946
1260	0.0628331254
1261	0.06282364805
1262	0.06280519721
1263	0.06277065552
1264	0.06274532898
1265	0.06272230312
1266	0.06270943578
1267	0.06268752905
1268	0.06266019879
1269	0.06262542638
1270	0.06259141123
1271	0.06256454964
1272	0.06253997577
1273	0.06252458111
1274	0.06248704661
1275	0.06244464064
1276	0.06242681515
1277	0.06240759906
1278	0.06239069695
1279	0.0623680636
1280	0.06234531234
1281	0.06232905341
1282	0.06232387977
1283	0.06230672908
1284	0.06228644259
1285	0.06226890507
1286	0.06224017002
1287	0.06222509351
1288	0.06219764239
1289	0.06218030763
1290	0.06215389667
1291	0.06212525468
1292	0.06209927602
1293	0.06208721381
1294	0.06206766245
1295	0.06204923361
1296	0.06201616674
1297	0.06199261669
1298	0.06195828509
1299	0.06192146655
1300	0.06189602191
1301	0.06185805506
1302	0.06182897479
1303	0.06180956193
1304	0.06178505577
1305	0.06176266759
1306	0.06172947503
1307	0.06168922622
1308	0.06167414818
1309	0.0616416847
1310	0.06161924056
1311	0.06159243679
1312	0.06156639792
1313	0.06156102576
1314	0.061533035
1315	0.06151005381
1316	0.06148062565
1317	0.06146448616
1318	0.06144467724
1319	0.06142501977
1320	0.06140625529
1321	0.06137841819
1322	0.06136373286
1323	0.06132708737
1324	0.06130906363
1325	0.06129455254
1326	0.06127164701
1327	0.06124880124
1328	0.06123781921
1329	0.06120640589
1330	0.06118968805
1331	0.06116754865
1332	0.06115984905
1333	0.06114242319
1334	0.06113235634
1335	0.06112568873
1336	0.06109098227
1337	0.06105477874
1338	0.06103820664
1339	0.06101404968
1340	0.06099189053
1341	0.06095126153
1342	0.06093227315
1343	0.0609032918
1344	0.06086267468
1345	0.06083230053
1346	0.06081862661
1347	0.06079149978
1348	0.06076984928
1349	0.06074732735
1350	0.06071682958
1351	0.0606993959
1352	0.06068894309
1353	0.06068427649
1354	0.06066722617
1355	0.060641001
1356	0.06062415337
1357	0.06060300124
1358	0.06057997565
1359	0.06054903378
1360	0.06053856478
1361	0.0605179741
1362	0.06049933426
1363	0.06047875732
1364	0.06044982977
1365	0.06043673371
1366	0.06041516878
1367	0.06039799371
1368	0.06037941782
1369	0.06035975647
1370	0.0603355903
1371	0.06031605418
1372	0.0603023655
1373	0.06028797835
1374	0.06026455829
1375	0.06022637703
1376	0.06021029704
1377	0.06018398407
1378	0.06017100583
1379	0.06015412141
1380	0.06013392446
1381	0.06010648811
1382	0.06008578135
1383	0.06005603854
1384	0.06002740729
1385	0.06001325859
1386	0.05999367209
1387	0.05998089656
1388	0.05996718015
1389	0.05996305603
1390	0.05993377774
1391	0.05991188994
1392	0.05989406343
1393	0.05987624337
1394	0.05986434266
1395	0.05983464709
1396	0.05981474408
1397	0.05978946807
1398	0.05978096018
1399	0.05976180194
1400	0.05973921232
1401	0.05972011221
1402	0.05969074736
1403	0.05967469619
1404	0.0596458486
1405	0.05963511525
1406	0.05963129199
1407	0.05961811716
1408	0.05959130823
1409	0.05957892523
1410	0.05954533314
1411	0.0595292269
1412	0.05951364931
1413	0.0594981134
1414	0.05947277182
1415	0.05946346507
1416	0.05944330605
1417	0.05943954955
1418	0.05941475157
1419	0.05940588009
1420	0.05939208743
1421	0.05938251851
1422	0.05936114742
1423	0.05935309112
1424	0.0593229073
1425	0.05931394766
1426	0.05931070076
1427	0.05930717639
1428	0.05927617022
1429	0.05926466913
1430	0.05926121612
1431	0.05924367549
1432	0.05921284567
1433	0.05918562332
1434	0.05917115269
1435	0.05915451312
1436	0.05913006857
1437	0.05911434334
1438	0.05909201824
1439	0.05906737287
1440	0.05904844036
1441	0.05904431817
1442	0.05903472698
1443	0.05901239873
1444	0.05899868771
1445	0.05898201436
1446	0.05896452891
1447	0.05894533583
1448	0.05892958635
1449	0.05890734801
1450	0.05889200334
1451	0.05887048275
1452	0.05886085408
1453	0.05884682826
1454	0.05884367797
1455	0.05883245324
1456	0.05880353961
1457	0.05878224216
1458	0.05877857507
1459	0.05875945102
1460	0.05873604679
1461	0.05872442181
1462	0.05869853174
1463	0.0586819856
1464	0.05865971095
1465	0.05864188508
1466	0.05861442476
1467	0.05859669026
1468	0.05858836121
1469	0.05856069027
1470	0.05852647707
1471	0.05852273532
1472	0.05850057931
1473	0.05847201301
1474	0.05845672774
1475	0.05843752359
1476	0.0584266463
1477	0.05842334581
1478	0.05840660503
1479	0.05838468943
1480	0.05836417055
1481	0.05835352695
1482	0.05834306114
1483	0.05833225809
1484	0.05832792255
1485	0.05832089365
1486	0.05829838726
1487	0.05827619846
1488	0.05827290369
1489	0.05826987831
1490	0.0582476774
1491	0.05823501782
1492	0.05822584552
1493	0.05820567152
1494	0.05818787247
1495	0.05818536268
1496	0.05815951449
1497	0.05814388455
1498	0.05813489882
1499	0.0581317492
1500	0.05811645885
1501	0.05809052945
