iter	RMSE
1502	0.05808460583
1503	0.05807213009
1504	0.05805409379
1505	0.05803497319
1506	0.05801224701
1507	0.05798756988
1508	0.05796426877
1509	0.05794857051
1510	0.05791770643
1511	0.05789630429
1512	0.0578709138
1513	0.0578679868
1514	0.05785324674
1515	0.05783319516
1516	0.05782979877
1517	0.05781093725
1518	0.05779627894
1519	0.05777735895
1520	0.05776937337
1521	0.05774902471
1522	0.05772982109
1523	0.05771535243
1524	0.05769738055
1525	0.05769480171
1526	0.05767165951
1527	0.05764989476
1528	0.05763727834
1529	0.05761799859
1530	0.05760384954
1531	0.05758972487
1532	0.05755869397
1533	0.05754744489
1534	0.05754453873
1535	0.05753406068
1536	0.05752998208
1537	0.05752720607
1538	0.05752455569
1539	0.05750955687
1540	0.05750658269
1541	0.05748529342
1542	0.05746575487
1543	0.05744513163
1544	0.05741360149
1545	0.05738918852
1546	0.05737614608
1547	0.05735621759
1548	0.05733474393
1549	0.05732181682
1550	0.05728775953
1551	0.05727416434
1552	0.05724983094
1553	0.05722448174
1554	0.05720648152
1555	0.0571848466
1556	0.0571469287
1557	0.05712038011
1558	0.05710283328
1559	0.05707554869
1560	0.05705799226
1561	0.05703310036
1562	0.05701453397
1563	0.0570013586
1564	0.05697002655
1565	0.05694474914
1566	0.05692325795
1567	0.05690057647
1568	0.05686240903
1569	0.05684414789
1570	0.05681875589
1571	0.05679570715
1572	0.05677667436
1573	0.05677395856
1574	0.0567465075
1575	0.05674354763
1576	0.05672231529
1577	0.05670565054
1578	0.0566895414
1579	0.05666301508
1580	0.05665176293
1581	0.05664267843
1582	0.05663917176
1583	0.05662027773
1584	0.05661079938
1585	0.05658466916
1586	0.05656957368
1587	0.05655499321
1588	0.05653138522
1589	0.05651607798
1590	0.05651318729
1591	0.05650282193
1592	0.05647222513
1593	0.05645017584
1594	0.05642253452
1595	0.05641911006
1596	0.05638536024
1597	0.05635559796
1598	0.05634848957
1599	0.05634592697
1600	0.05631587931
1601	0.0563009025
1602	0.05626701928
1603	0.05624580822
1604	0.05622622341
1605	0.05621088015
1606	0.05617992538
1607	0.05616740877
1608	0.05614644535
1609	0.05613551998
1610	0.05611101933
1611	0.05610301756
1612	0.05607889223
1613	0.05607577639
1614	0.05605816604
1615	0.05604251884
1616	0.05602487944
1617	0.05600265663
1618	0.05598409736
1619	0.05596383749
1620	0.05595181881
1621	0.05593417528
1622	0.05590338919
1623	0.05589250042
1624	0.05586526637
1625	0.0558458944
1626	0.05582582152
1627	0.0558045155
1628	0.05580187923
1629	0.05577423947
1630	0.05577157333
1631	0.05576181121
1632	0.05573442864
1633	0.05570637293
1634	0.05569579488
1635	0.05568000567
1636	0.05565944194
1637	0.05564539773
1638	0.05562699973
1639	0.05561430672
1640	0.05559420633
1641	0.05557834679
1642	0.05557293433
1643	0.0555456092
1644	0.05553314028
1645	0.05553038328
1646	0.05551197881
1647	0.05548024116
1648	0.05545796279
1649	0.05544227213
1650	0.05541946933
1651	0.0553905048
1652	0.05537770947
1653	0.05537503219
1654	0.05536156879
1655	0.05534532711
1656	0.05533381073
1657	0.0553311708
1658	0.05531751841
1659	0.05529226173
1660	0.05527499564
1661	0.05526495968
1662	0.05525324259
1663	0.05523858634
1664	0.05522213183
1665	0.05520234948
1666	0.05519052323
1667	0.05517798597
1668	0.05516235182
1669	0.05515119611
1670	0.05514851348
1671	0.05513137406
1672	0.05511382149
1673	0.05509364883
1674	0.05507269045
1675	0.05505553702
1676	0.05504759282
1677	0.05503446242
1678	0.05501484897
1679	0.05499417464
1680	0.05497452821
1681	0.0549607758
1682	0.05494328896
1683	0.05492807183
1684	0.05490232981
1685	0.05488432089
1686	0.05487485219
1687	0.05485075163
1688	0.05483723177
1689	0.05483451705
1690	0.05481990855
1691	0.05481752456
1692	0.05480143055
1693	0.05478645559
1694	0.05477435987
1695	0.05475580886
1696	0.05475271929
1697	0.05473823773
1698	0.05471621959
1699	0.05470321467
1700	0.05468804205
1701	0.05466335381
1702	0.05466088484
1703	0.05464702774
1704	0.05464090503
1705	0.05463054231
1706	0.05461675217
1707	0.05458972925
1708	0.05457818922
1709	0.05455235955
1710	0.05453662512
1711	0.05450598428
1712	0.05449327126
1713	0.05447454688
1714	0.05446437965
1715	0.05446240942
1716	0.05444950799
1717	0.05443474298
1718	0.05441850457
1719	0.05440950585
1720	0.05439419807
1721	0.05439185971
1722	0.05436461281
1723	0.05434845795
1724	0.05433848847
1725	0.05433634625
1726	0.05432546754
1727	0.05430990074
1728	0.05429154546
1729	0.05428896982
1730	0.05426106769
1731	0.05425456323
1732	0.05423243493
1733	0.05421843256
1734	0.05420511735
1735	0.054180835
1736	0.05417096071
1737	0.0541517285
1738	0.05412315315
1739	0.05410601423
1740	0.05408446727
1741	0.05407469247
1742	0.05406589682
1743	0.0540501269
1744	0.0540363436
1745	0.05401504605
1746	0.05398951137
1747	0.05397188913
1748	0.05395818563
1749	0.05395532341
1750	0.05393596222
1751	0.05391732595
1752	0.05390354324
1753	0.0538939029
1754	0.05386605462
1755	0.05385040073
1756	0.05382134547
1757	0.05381926671
1758	0.05381702533
1759	0.05380558962
1760	0.05380273194
1761	0.05378411694
1762	0.05376319924
1763	0.0537503446
1764	0.05373684987
1765	0.0537191501
1766	0.05370395713
1767	0.05369294669
1768	0.0536717582
1769	0.05364689795
1770	0.05361516612
1771	0.05360196431
1772	0.05358533301
1773	0.05357729367
1774	0.05356789551
1775	0.05355286988
1776	0.05352575363
1777	0.05351608515
1778	0.05350288802
1779	0.05348357542
1780	0.0534553433
1781	0.05343909122
1782	0.05341536555
1783	0.05338876351
1784	0.05336625635
1785	0.05335205583
1786	0.05334272769
1787	0.05333069554
1788	0.05331200151
1789	0.05330920624
1790	0.05329574234
1791	0.0532807075
1792	0.05325685185
1793	0.05324059597
1794	0.05323809847
1795	0.05322605335
1796	0.05322059632
1797	0.05320517756
1798	0.05318145322
1799	0.05317873783
1800	0.05317626335
1801	0.053156819
1802	0.05314603845
1803	0.05313102984
1804	0.0531103439
1805	0.05308376355
1806	0.0530566986
1807	0.05304387344
1808	0.05303664157
1809	0.05301959025
1810	0.05299651125
1811	0.05297016055
1812	0.05295891864
1813	0.05295678594
1814	0.05294212719
1815	0.05292662602
1816	0.05291284509
1817	0.05289644191
1818	0.05286572402
1819	0.05284989449
1820	0.05283780846
1821	0.0528184221
1822	0.05280470474
1823	0.05279197556
1824	0.052787228
1825	0.05276602391
1826	0.05274527242
1827	0.0527319063
1828	0.05271559853
1829	0.05269191912
1830	0.05266157254
1831	0.05264384081
1832	0.05263207067
1833	0.05262222275
1834	0.05262022811
1835	0.05261819859
1836	0.05260427696
1837	0.05259009829
1838	0.05257936717
1839	0.05256859659
1840	0.05256054515
1841	0.05255881421
1842	0.05254077805
1843	0.05252050789
1844	0.05250315984
1845	0.05249422675
1846	0.05249194413
1847	0.05246889953
1848	0.05245726969
1849	0.05244530082
1850	0.05242018599
1851	0.05240350412
1852	0.05239067518
1853	0.05237276837
1854	0.05235280371
1855	0.05233106717
1856	0.05231040921
1857	0.05229095303
1858	0.05227874502
1859	0.05225466171
1860	0.05222617656
1861	0.05221180735
1862	0.05219471906
1863	0.05217807174
1864	0.05216050178
1865	0.05215034881
1866	0.05212708346
1867	0.05212519541
1868	0.05212297978
1869	0.05210479329
1870	0.0520868422
1871	0.05208499195
1872	0.0520819473
1873	0.05206678723
1874	0.05204812669
1875	0.05203932116
1876	0.05201512314
1877	0.05198911693
1878	0.05197627164
1879	0.05194730374
1880	0.05191872744
1881	0.05190946952
1882	0.0518954348
1883	0.05187280426
1884	0.051864006
1885	0.05184246492
1886	0.05182163682
1887	0.05181259285
1888	0.05178797577
1889	0.05177256134
1890	0.0517610265
1891	0.05173501023
1892	0.05171830029
1893	0.05169427064
1894	0.05168579187
1895	0.05167008937
1896	0.05166783636
1897	0.05165093916
1898	0.05164247738
1899	0.05163415494
1900	0.0516129545
1901	0.05158445382
1902	0.0515641385
1903	0.05156232984
1904	0.05154960118
1905	0.05152390031
1906	0.05152173828
1907	0.05150956472
1908	0.05150098907
1909	0.05148317037
1910	0.0514812505
1911	0.0514695151
1912	0.05146035119
1913	0.05143929915
1914	0.05142894023
1915	0.0514091104
1916	0.05140294524
1917	0.05138485692
1918	0.05136896357
1919	0.05135838562
1920	0.05133747628
1921	0.05131889375
1922	0.05129338674
1923	0.0512873099
1924	0.05126138729
1925	0.05125073746
1926	0.05123160991
1927	0.05122067663
1928	0.0512127601
1929	0.05120972459
1930	0.05120794632
1931	0.05118704325
1932	0.05116990476
1933	0.05115756666
1934	0.0511391291
1935	0.05112172652
1936	0.05110048642
1937	0.05108607701
1938	0.05107121837
1939	0.0510628053
1940	0.05105517046
1941	0.05105360941
1942	0.05102586738
1943	0.05100511589
1944	0.05097849876
1945	0.05096143848
1946	0.05095936441
1947	0.05093975193
1948	0.05091634506
1949	0.05089993014
1950	0.05089255742
1951	0.05087572411
1952	0.05085987233
1953	0.05084551478
1954	0.05083342199
1955	0.05082396408
1956	0.05080790742
1957	0.0507869925
1958	0.05077831327
1959	0.05077133734
1960	0.05076017995
1961	0.05074792932
1962	0.05073959519
1963	0.05073788622
1964	0.05070703499
1965	0.05069654487
1966	0.05066652861
1967	0.05064223271
1968	0.05064125035
1969	0.05063820407
1970	0.05063628114
1971	0.0506205944
1972	0.05060950154
1973	0.05057371548
1974	0.0505716048
1975	0.05056993694
1976	0.05055959284
1977	0.05053776943
1978	0.05052646587
1979	0.05049989205
1980	0.05048728553
1981	0.05047046349
1982	0.0504572883
1983	0.05043779637
1984	0.05042539514
1985	0.05042349145
1986	0.05040855081
1987	0.05040077707
1988	0.05038758527
1989	0.05037394645
1990	0.05035813825
1991	0.05034777607
1992	0.05032865566
1993	0.05032641919
1994	0.05031206864
1995	0.05029836293
1996	0.05027232592
1997	0.05025743515
1998	0.05024841734
1999	0.05023272333
2000	0.05022045632
2001	0.05021295459
2002	0.05019206386
2003	0.05018402629
2004	0.05017260059
2005	0.05016441362
2006	0.05014908325
2007	0.05012694394
2008	0.05011302473
2009	0.05011103002
2010	0.05009280325
2011	0.05007843152
2012	0.05007158712
2013	0.05004833455
2014	0.05004614953
2015	0.05002514996
2016	0.05001708115
2017	0.05001011761
2018	0.04998824078
2019	0.04998160591
2020	0.04996409386
2021	0.04996194694
2022	0.04994214564
2023	0.04992608054
2024	0.04990364743
2025	0.04988198862
2026	0.04987384266
2027	0.04986350359
2028	0.04986188914
2029	0.04983671406
2030	0.04982252488
2031	0.04981384008
2032	0.0498019395
2033	0.0497851832
2034	0.04977964588
2035	0.04977801045
2036	0.04976323498
2037	0.0497543533
2038	0.04974712349
2039	0.04974229806
2040	0.04972446545
2041	0.04970712099
2042	0.04969783907
2043	0.04968644154
2044	0.0496749207
2045	0.04965232201
2046	0.04963715034
2047	0.04962970682
2048	0.04960114949
2049	0.04958778396
2050	0.04957399582
2051	0.04956496768
2052	0.04955699373
2053	0.04954314709
2054	0.0495290516
2055	0.04951574685
2056	0.04950643567
2057	0.04949230016
2058	0.0494813049
2059	0.04947143635
2060	0.04946022553
2061	0.04944397893
2062	0.04942107924
2063	0.04939699312
2064	0.04939029129
2065	0.04938256863
2066	0.0493589094
2067	0.04934455626
2068	0.04933052137
2069	0.04932897398
2070	0.04932576531
2071	0.04931416765
2072	0.04930711693
2073	0.04929995793
2074	0.04928760525
2075	0.04928003242
2076	0.04925520468
2077	0.04925321187
2078	0.04924517468
2079	0.04923562401
2080	0.04923357562
2081	0.04921705656
2082	0.04919297621
2083	0.04918390402
2084	0.04916391556
2085	0.04914093571
2086	0.04912724031
2087	0.0491212675
2088	0.04911222362
2089	0.04911061603
2090	0.04910069436
2091	0.04908724846
2092	0.0490811469
2093	0.04906999795
2094	0.04906103392
2095	0.04905205082
2096	0.0490458714
2097	0.04902399331
2098	0.04902268257
2099	0.04900970662
2100	0.04899727978
2101	0.04898555925
2102	0.04896972206
2103	0.04896794717
2104	0.04894448733
2105	0.04893588038
2106	0.04891800793
2107	0.0488988358
2108	0.04889756043
2109	0.04888494579
2110	0.04887865553
2111	0.04887684665
2112	0.04886558912
2113	0.04884647651
2114	0.0488415951
2115	0.04882200856
2116	0.04882016816
2117	0.04880543506
2118	0.04880396209
2119	0.04880205588
2120	0.04880036207
2121	0.04878651694
2122	0.04876678088
2123	0.04873512636
2124	0.04872103169
2125	0.0487022201
2126	0.04868659234
2127	0.04866936076
2128	0.04865252512
2129	0.04863618837
2130	0.04861254796
2131	0.0485854746
2132	0.048583675
2133	0.0485797948
2134	0.04857410925
2135	0.0485724692
2136	0.04855791204
2137	0.04853894422
2138	0.04852905057
2139	0.04851420636
2140	0.04850145788
2141	0.04849584271
2142	0.04847732982
2143	0.04846534228
2144	0.04845811453
2145	0.04843790312
2146	0.04842380445
2147	0.04841204239
2148	0.04839213731
2149	0.04838632829
2150	0.04837481442
2151	0.04837317211
2152	0.04835983596
2153	0.0483515654
2154	0.04834124302
2155	0.04832998341
2156	0.04831105658
2157	0.04828239095
2158	0.04826859183
2159	0.04825190878
2160	0.04823273456
2161	0.04821043767
2162	0.04819528977
2163	0.04818043497
2164	0.04816744173
2165	0.04816066421
2166	0.04814950737
2167	0.04812922449
2168	0.04811640091
2169	0.04811465325
2170	0.0480972651
2171	0.0480811596
2172	0.04806334547
2173	0.04804821386
2174	0.04802801126
2175	0.04800814308
2176	0.04799932413
2177	0.0479897412
2178	0.04797049064
2179	0.04795138123
2180	0.04792979383
2181	0.04791332004
2182	0.0479005291
2183	0.04789174453
2184	0.04787793647
2185	0.04786783684
2186	0.04785538635
2187	0.04784263864
2188	0.04782656897
2189	0.04780891324
2190	0.04780730418
2191	0.04779391746
2192	0.04778363354
2193	0.04776488964
2194	0.04776344618
2195	0.04775541414
2196	0.04774146711
2197	0.04773622213
2198	0.04770942508
2199	0.04768469481
2200	0.04768334449
2201	0.0476696041
2202	0.04766319328
2203	0.04764059418
2204	0.0476315347
2205	0.04761571138
2206	0.04760203718
2207	0.04758252543
2208	0.0475731348
2209	0.04755878964
2210	0.04754555525
2211	0.04753089152
2212	0.04751651799
2213	0.04749636464
2214	0.04747508254
2215	0.04747144165
2216	0.04745818042
2217	0.0474461041
2218	0.04742488997
2219	0.04741677455
2220	0.04741217736
2221	0.04739044491
2222	0.04737879003
2223	0.04737631129
2224	0.04737510357
2225	0.04736037643
2226	0.04735748358
2227	0.04733848646
2228	0.04732548671
2229	0.04731515653
2230	0.04730414764
2231	0.04728743562
2232	0.04727262805
2233	0.04727109775
2234	0.04726294612
2235	0.04724175389
2236	0.04723220105
2237	0.04722488115
2238	0.0472189941
2239	0.04721749343
2240	0.04720682409
2241	0.0471985655
2242	0.04719136913
2243	0.04716730176
2244	0.0471608813
2245	0.04715937134
2246	0.04714816242
2247	0.04713886229
2248	0.04712138518
2249	0.04711085844
2250	0.04709901467
2251	0.04709159723
2252	0.04708604237
2253	0.04707809661
2254	0.04706109373
2255	0.04705923778
2256	0.04704561711
2257	0.04703387453
2258	0.0470326656
2259	0.04703119385
2260	0.04702836959
2261	0.0470087795
2262	0.04699989742
2263	0.04698795462
2264	0.04697843646
2265	0.04697711462
2266	0.04696216669
2267	0.04694462772
2268	0.0469240781
2269	0.04691277469
2270	0.04689916225
2271	0.04688756027
2272	0.04687467293
2273	0.04686502942
2274	0.04684635067
2275	0.04683127043
2276	0.04681547909
2277	0.04680296189
2278	0.04678821177
2279	0.04677370592
2280	0.04675166198
2281	0.04674406282
2282	0.04673059707
2283	0.0467117095
2284	0.04669815432
2285	0.04669690989
2286	0.04668453237
2287	0.04667867876
2288	0.04666699186
2289	0.04665599864
2290	0.04663914577
2291	0.04662516175
2292	0.0466082082
2293	0.0465970062
2294	0.04659548159
2295	0.04657180022
2296	0.04655225287
2297	0.04653364455
2298	0.04651883901
2299	0.04651344316
2300	0.04650288298
2301	0.04650143493
2302	0.04649212485
2303	0.04647274284
2304	0.04646600953
2305	0.04645683132
2306	0.04644148464
2307	0.04643096956
2308	0.04641647907
2309	0.04640740181
2310	0.04640645751
2311	0.04640493721
2312	0.04639193834
2313	0.04637260105
2314	0.04636451822
2315	0.04635859151
2316	0.04634193889
2317	0.0463331149
2318	0.04632225131
2319	0.04631306198
2320	0.0463032265
2321	0.04630171573
2322	0.04629182494
2323	0.04628167812
2324	0.04627150546
2325	0.04625320831
2326	0.04623174375
2327	0.04621227218
2328	0.04619403313
2329	0.04618244552
2330	0.04617095489
2331	0.04615415274
2332	0.04615239791
2333	0.04614050613
2334	0.04612496546
2335	0.04611513059
2336	0.04610876147
2337	0.0460937559
2338	0.04608485027
2339	0.04608149703
2340	0.04606598688
2341	0.04605306834
2342	0.04604708024
2343	0.04603154854
2344	0.04601599621
2345	0.04600472587
2346	0.04599270874
2347	0.04597385082
2348	0.04595831703
2349	0.04593360642
2350	0.04592552944
2351	0.04591986149
2352	0.04591017054
2353	0.04590296326
2354	0.04589432817
2355	0.04589257043
2356	0.0458796832
2357	0.04586527422
2358	0.0458638048
2359	0.04586153701
2360	0.04584145146
2361	0.04582772532
2362	0.04581579903
2363	0.0458047394
2364	0.04579322111
2365	0.04577987115
2366	0.04577359849
2367	0.04575476498
2368	0.04574271681
2369	0.04574133888
2370	0.04573985169
2371	0.04572444725
2372	0.04570871628
2373	0.04570736768
2374	0.04569929075
2375	0.04569149306
2376	0.04568279305
2377	0.04566488806
2378	0.04564895621
2379	0.04564361647
2380	0.04562781079
2381	0.04560967787
2382	0.04559816328
2383	0.04557990825
2384	0.04555343395
2385	0.04553893873
2386	0.04552832081
2387	0.04552275228
2388	0.04551373579
2389	0.04549271555
2390	0.04548555917
2391	0.04547857549
2392	0.04547589434
2393	0.04546502069
2394	0.04545723871
2395	0.04544141267
2396	0.04541734589
2397	0.04540702798
2398	0.04538247086
2399	0.04537488619
2400	0.04536050521
2401	0.0453593778
2402	0.04535665441
2403	0.04534278273
2404	0.04533378512
2405	0.04531784889
2406	0.04530418004
2407	0.04528801687
2408	0.04527297718
2409	0.04525670789
2410	0.04525560468
2411	0.0452400455
2412	0.04522816203
2413	0.04521201162
2414	0.04519240939
2415	0.04518616489
2416	0.04517566322
2417	0.04516386818
2418	0.04515254963
2419	0.04513281353
2420	0.04511649243
2421	0.04510614353
2422	0.04508828479
2423	0.04507893566
2424	0.04507769854
2425	0.0450671829
2426	0.04505598828
2427	0.04504960112
2428	0.04503654234
2429	0.04502841751
2430	0.04502253845
2431	0.0450023033
2432	0.04500108362
2433	0.04499954315
2434	0.04499131751
2435	0.04497738521
2436	0.04496044618
2437	0.04495917812
2438	0.04495793107
2439	0.04494233523
2440	0.04492544972
2441	0.04490427341
2442	0.04489534505
2443	0.04488908899
2444	0.04486612853
2445	0.04486202704
2446	0.04484958384
2447	0.04483268268
2448	0.04483130753
2449	0.04481024229
2450	0.04479804376
2451	0.04479336895
2452	0.04476780814
2453	0.04475769527
2454	0.04474471962
2455	0.04473087509
2456	0.04472085449
2457	0.04471821767
2458	0.04469782322
2459	0.04469621167
2460	0.04468110867
2461	0.04466923956
2462	0.04466163657
2463	0.04464630738
2464	0.04463414177
2465	0.04461901374
2466	0.04460298328
2467	0.0446017111
2468	0.04458728346
2469	0.04456503952
2470	0.04454550631
2471	0.04453853485
2472	0.04452527217
2473	0.04451539802
2474	0.04450031641
2475	0.04448082344
2476	0.04447042314
2477	0.04446242026
2478	0.04444918978
2479	0.04444046695
2480	0.04443027448
2481	0.04442029909
2482	0.04441472879
2483	0.04440303315
2484	0.04439111289
2485	0.04438183159
2486	0.04435859909
2487	0.04435361989
2488	0.04435059381
2489	0.0443406782
2490	0.04432239353
2491	0.04431363521
2492	0.0443004242
2493	0.04429932463
2494	0.0442905888
2495	0.04427971381
2496	0.04426854461
2497	0.04426738282
2498	0.04424486671
2499	0.04423678579
2500	0.04422132737
2501	0.04420893472
2502	0.04419796744
2503	0.04418896749
2504	0.04418077916
2505	0.04416660635
2506	0.04415186139
2507	0.04413892297
2508	0.0441290133
2509	0.04411328498
2510	0.04410375022
2511	0.04409900991
2512	0.04409340032
2513	0.04408369464
2514	0.04406214661
2515	0.04404338367
2516	0.04402412275
2517	0.04399879159
2518	0.04399795815
2519	0.04397154615
2520	0.04396383289
2521	0.04395103093
2522	0.04393557477
2523	0.0439198005
2524	0.043903553
2525	0.04388968268
2526	0.04387380417
2527	0.04385738692
2528	0.04384217145
2529	0.04383093122
2530	0.04380948917
2531	0.04379607971
2532	0.04377747224
2533	0.04377248832
2534	0.04375329318
2535	0.04375001861
2536	0.04374924019
2537	0.04374848599
2538	0.04373482996
2539	0.04372472155
2540	0.04371479862
2541	0.04369899422
2542	0.04369689299
2543	0.04369534925
2544	0.04367798276
2545	0.04366559704
2546	0.04365535969
2547	0.04364154013
2548	0.04362061502
2549	0.0436110031
2550	0.04360996555
2551	0.04360893548
2552	0.04358689589
2553	0.04356352289
2554	0.04355016883
2555	0.04354277272
2556	0.04352895609
2557	0.04351641228
2558	0.0435152635
2559	0.0435134843
2560	0.04350055423
2561	0.04347906919
2562	0.0434692754
2563	0.0434582493
2564	0.04344644174
2565	0.04344553969
2566	0.04344091408
2567	0.04343146916
2568	0.04342752348
2569	0.0434144586
2570	0.04340378901
2571	0.04338984136
2572	0.04337837798
2573	0.04336467021
2574	0.043355958
2575	0.04335080606
2576	0.04333240268
2577	0.04333092626
2578	0.04330849492
2579	0.04329976726
2580	0.04329264069
2581	0.04328757859
2582	0.04327928496
2583	0.04327486903
2584	0.04325119273
2585	0.04324091905
2586	0.04322903792
2587	0.04322320291
2588	0.04320313172
2589	0.04318854776
2590	0.04318001492
2591	0.04316867124
2592	0.0431575804
2593	0.04314899033
2594	0.04313477892
2595	0.04313039663
2596	0.04311723104
2597	0.04311081613
2598	0.0431046513
2599	0.04309508713
2600	0.04309363457
2601	0.04308074488
2602	0.0430797338
2603	0.04307874101
2604	0.04307735332
2605	0.04306114398
2606	0.04304620763
2607	0.04303896642
2608	0.0430379302
2609	0.04303655522
2610	0.04302812024
2611	0.0430128696
2612	0.0430037175
2613	0.04299799455
2614	0.04299090896
2615	0.04297592858
2616	0.04296846088
2617	0.04296024385
2618	0.04295207854
2619	0.04294623836
2620	0.04293647525
2621	0.04293360979
2622	0.04291055713
2623	0.0428890056
2624	0.04287730276
2625	0.04285795715
2626	0.04284641019
2627	0.04284213224
2628	0.04283507714
2629	0.04282157541
2630	0.04281894441
2631	0.04281743842
2632	0.04280157159
2633	0.04279472431
2634	0.04278089153
2635	0.04277955134
2636	0.04276858409
2637	0.04275491223
2638	0.04274779293
2639	0.04273812604
2640	0.04272292291
2641	0.04270924256
2642	0.04269691127
2643	0.04269546439
2644	0.04268008122
2645	0.04265863527
2646	0.04265102177
2647	0.04263520399
2648	0.04262772426
2649	0.04261301471
2650	0.04259977629
2651	0.04259080151
2652	0.04257685803
2653	0.04256929269
2654	0.04255328207
2655	0.04254411965
2656	0.04253589306
2657	0.04252148517
2658	0.04250452309
2659	0.04249626278
2660	0.04248497485
2661	0.04247675764
2662	0.04246982421
2663	0.04245817918
2664	0.04244792816
2665	0.04243867319
2666	0.04243187363
2667	0.04241959981
2668	0.04241501329
2669	0.04239838923
2670	0.04238312239
2671	0.04237147794
2672	0.04235513409
2673	0.04234228953
2674	0.0423335183
2675	0.04232147611
2676	0.04231988774
2677	0.04231883146
2678	0.04230693989
2679	0.04230120166
2680	0.04227991728
2681	0.04227881555
2682	0.04225658266
2683	0.04224936161
2684	0.04224141508
2685	0.04224058557
2686	0.04222103841
2687	0.04220276424
2688	0.04218717916
2689	0.04217987464
2690	0.04217910708
2691	0.04217133895
2692	0.04215711662
2693	0.04214278308
2694	0.04213877456
2695	0.04213066126
2696	0.04212987196
2697	0.04212068539
2698	0.0421095743
2699	0.04209691293
2700	0.04209252435
2701	0.0420845664
2702	0.04207894141
2703	0.04207634893
2704	0.04207511983
2705	0.04206338556
2706	0.04205690279
2707	0.04205089705
2708	0.0420451345
2709	0.04203446007
2710	0.04202928493
2711	0.0420218163
2712	0.04201929895
2713	0.04201361245
2714	0.04200103522
2715	0.0419948141
2716	0.04199407897
2717	0.04198958114
2718	0.04198868657
2719	0.04197621416
2720	0.04196881288
2721	0.04195273157
2722	0.04193610766
2723	0.04192629404
2724	0.04191479939
2725	0.04190860218
2726	0.0419008998
2727	0.04189427428
2728	0.04187869349
2729	0.04186242961
2730	0.04185374739
2731	0.04183989921
2732	0.04182399949
2733	0.04180701165
2734	0.04178858512
2735	0.04178646346
2736	0.04177211609
2737	0.04176500802
2738	0.04176369179
2739	0.0417603198
2740	0.04174553631
2741	0.04173603513
2742	0.04172617224
2743	0.04172112814
2744	0.04171184292
2745	0.04170452144
2746	0.04168678626
2747	0.04167047709
2748	0.04166993399
2749	0.04165994777
2750	0.04165831556
2751	0.04164809475
2752	0.04164078398
2753	0.04162228523
2754	0.04162130363
2755	0.04161334234
2756	0.04159865553
2757	0.0415859363
2758	0.04157931145
2759	0.04157074566
2760	0.04156239457
2761	0.04155652933
2762	0.04154042757
2763	0.04153968691
2764	0.04153312274
2765	0.04152437891
2766	0.04151948767
2767	0.04150894325
2768	0.04150309385
2769	0.04149551893
2770	0.04148497429
2771	0.04147896843
2772	0.04146511309
2773	0.04145142377
2774	0.04143841917
2775	0.04142659925
2776	0.04142573412
2777	0.04141373286
2778	0.04139444912
2779	0.04139245394
2780	0.04138615485
2781	0.04137933657
2782	0.04137409557
2783	0.0413639646
2784	0.04135156365
2785	0.04134169985
2786	0.04133390476
2787	0.04132691187
2788	0.0413250858
2789	0.04131659214
2790	0.04131068648
2791	0.04130037197
2792	0.04128492669
2793	0.04127660635
2794	0.04126590648
2795	0.04125285573
2796	0.0412518515
2797	0.0412512745
2798	0.04124739337
2799	0.04123410755
2800	0.04123335224
2801	0.04122636034
2802	0.0412091273
2803	0.04120165016
2804	0.04118182602
2805	0.04117590682
2806	0.04116757816
2807	0.04116065986
2808	0.04115740718
2809	0.04115450954
2810	0.04114707798
2811	0.04112973221
2812	0.04112050827
2813	0.04111065688
2814	0.04110001774
2815	0.04108283019
2816	0.0410742099
2817	0.0410650202
2818	0.0410631219
2819	0.04106234571
2820	0.04105139602
2821	0.04103005819
2822	0.04101598857
2823	0.04099831664
2824	0.04098452481
2825	0.04097136552
2826	0.04095614393
2827	0.0409507245
2828	0.04093250489
2829	0.04092767359
2830	0.04091173068
2831	0.04089881725
2832	0.04088059856
2833	0.04087976555
2834	0.04086846476
2835	0.04085596204
2836	0.04084543739
2837	0.04083385803
2838	0.04082548314
2839	0.04081165034
2840	0.04080977
2841	0.04080383537
2842	0.04079172301
2843	0.04078282655
2844	0.04078205722
2845	0.04078097963
2846	0.04077640121
2847	0.04076591869
2848	0.04075728493
2849	0.04074077774
2850	0.04073379501
2851	0.0407277786
2852	0.04071595619
2853	0.04069985649
2854	0.04068875303
2855	0.04068133394
2856	0.04067718066
2857	0.04066236275
2858	0.04065155135
2859	0.04064199491
2860	0.04062786421
2861	0.04061573836
2862	0.04060202142
2863	0.04059192165
2864	0.0405770665
2865	0.04056968212
2866	0.0405684992
2867	0.04055176386
2868	0.04055098982
2869	0.04054624644
2870	0.04054013825
2871	0.04052861987
2872	0.04052779705
2873	0.04051954795
2874	0.04050712641
2875	0.04050150426
2876	0.04047956458
2877	0.04047865264
2878	0.04046948694
2879	0.04044808261
2880	0.0404473643
2881	0.04044166002
2882	0.04042729715
2883	0.04041159546
2884	0.04040257359
2885	0.04038733676
2886	0.04037514343
2887	0.04036637201
2888	0.04035174196
2889	0.040344049
2890	0.04033859408
2891	0.04032869644
2892	0.04032142394
2893	0.04031817006
2894	0.04031199233
2895	0.04029669447
2896	0.04028221421
2897	0.04026857481
2898	0.04025766823
2899	0.04024833552
2900	0.04023823174
2901	0.04023591571
